eng_name,weight,category,Energy,Water,Protein,Fat,Ash,Carbohydrate,Total sugars,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Total Dietary Fiber,Water Soluble Dietary Fiber,Water Insoluble Dietary Fiber,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Molybdenum,Iodine,Retinol,β-Carotene,Thiamin,Total Riboflavin,Total Niacin,Niacin equivalents,Nicotinic acid,Nicotinamide,Pantothenic acid,Total Vitamin B6,Pyridoxine,Biotin,Dietary Folate Equivalent,Food Folate,Folic acid,Cyanocobalamin,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),Ergocalciferol,Cholecalciferol,Total Vitamin E,α-tocopherol,β-tocopherol,γ-tocopherol,δ-tocopherol,α-tocotrienol,β-tocotrienol,γ-tocotrienol,δ-tocotrienol,Total Vitamin K,Phylloquinone,Parquinone,Sum of 19 amino acids,Total essential amino acid,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Histidine,Arginine,Total non-essential amino acid,Tyrosine,Cystine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Taurine,Cholesterol,Total fatty acid,Total essential fatty acid,Saturated Fatty acid,Butyric,Caproic,Caprylic,Capric,Lauric,Tridecanoic,Mysistic,Pentadecanoic,Palmitic,Heptadecanoic,Stearic,Arachidic,Henicosanoic,Begenic,Tricosanoic,Lignoceric,Monounsaturated fatty acid,Myristoleic ,Palmitoleic ,Heptadecenoic,Oleic ,Vaccenic,Gadoleic,Erucic,Nervonic,Polyunsaturated fatty acid,Linoleic,a-linolenic ,γ-linolenic,Eicosadienoic,Icosatrienoic ,Eicosatrienoic,Arachidonic,Timnodonic/Eicosapentaenoic(EPA),Docosadienoic,Clupanodonic/Docosapentaenoic (DPA),Docosahexaenoic (DHA),Total n-3 polyunsaturated Fatty acid,Total n-6 polyunsaturated Fatty acid,Trans fatty acid,Trans oleic ,Trans linolenic,Trans linolenic.1,Sodium Chloride Equivalent
stir-fried pork,55.0,Side dish_stir_fried_main,73.562,41.1531,7.623360000000001,3.7867699999999997,0.7206899999999999,1.82168,0.88644,0.201,0.37394,0.3115,0.0,0.0,0.0,0.3476,0.0444,0.3032,6.0329999999999995,0.25524,10.796,76.21300000000001,159.129,109.742,0.4138,0.007894,0.04022,7.82587,1.1299,0.07046000000000001,0.3,276.55400000000003,0.089376,0.093292,0.636306,0.0,0.0,0.0,0.1612,0.0,0.020380000000000002,0.63812,3.17,3.17,0.0,0.114,1.46872,0.0,0.0,0.0,1.41149,0.24493,0.02025,0.7613800000000001,0.38143,0.0035,0.0,0.0,0.0,3.3702400000000003,3.3702400000000003,0.0,6554.194,3261.3720000000003,271.368,533.332,596.286,168.65400000000002,262.04400000000004,311.168,83.34200000000001,305.87,281.5,447.80800000000005,3292.822,238.06,73.832,393.80400000000003,643.932,1061.876,324.67400000000004,276.57,280.074,0.0,16.044,3.60753,1.6579400000000002,0.79338,0.0,0.0,0.0,1.002,0.867,0.0,17.18,0.0,509.86918,6.7321800000000005,220.82734,10.57567,0.0,8.865730000000001,12.725999999999999,3.4785,1.10313,0.0,32.30607,0.0,964.16539,79.67085,27.58117,0.0,0.0,1.6699400000000002,1487.24196,172.14614,0.0,4.827,1.215,2.136,0.0,0.0,0.0,1.659,0.0,0.17456,1.49561,0.04108,4.415,19.06553,17.967,0.2771
stir-fried pork in teriyaki sauce,57.4,Side dish_stir_fried_main,78.454,43.2103,6.68883,4.5871,0.91794,2.23893,1.59097,0.201,0.37346999999999997,0.3115,0.0,0.0,0.0,0.3333,0.0357,0.2926,7.075,0.39982,10.943,68.589,152.322,209.03,0.78614,0.017601,0.022186,6.17911,0.4199,0.25903000000000004,1.2,276.55400000000003,0.164678,0.043036000000000005,1.6681130000000002,0.0,0.0,0.0,0.3353,0.005,0.012005,0.62864,3.325,3.325,0.0,0.138,1.62486,0.207,0.0,0.207,1.23014,0.25888,0.0162,0.63418,0.30538000000000004,0.0095,0.0,0.003,0.0,2.84444,2.84444,0.0,6010.823,3003.615,296.996,473.39300000000003,524.9580000000001,141.748,250.817,275.835,56.68600000000001,326.813,237.825,418.54400000000004,3007.208,218.965,58.923,369.09,564.682,965.748,327.284,257.147,245.36900000000003,0.0,18.255,4.37146,1.62648,1.18224,0.0,0.0,0.0,2.454,6.18,0.0,45.2117,2.127,731.10498,14.67588,329.71713,10.38002,2.3280000000000003,7.138960000000001,27.471,2.85795,1.49256,1.125,56.99612,0.0,1296.34344,103.61969,33.26762,0.0,0.0,1.6534799999999998,1476.8407300000001,148.97874,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.15675999999999998,1.4999,0.04318,9.3544,18.565579999999997,16.1676,0.5201
stir-fried pork and cabbage,70.0,Side dish_stir_fried_main,78.512,54.6081,7.875360000000001,3.7987699999999998,0.8136899999999999,3.00968,1.60494,0.201,0.67094,0.733,0.0,0.0,0.0,0.7526,0.1644,0.5882,12.783,0.29574,12.895999999999999,81.46300000000001,195.27900000000002,110.94200000000001,0.4333,0.009244,0.05702,8.10487,1.8289,0.07046000000000001,0.3,278.504,0.094626,0.098242,0.722256,0.0,0.0,0.0,0.23395,0.0,0.02083,0.63812,5.57,5.57,0.0,0.114,4.4027199999999995,0.0,0.0,0.0,1.41299,0.24643,0.02025,0.7613800000000001,0.38143,0.0035,0.0,0.0,0.0,5.2129900000000005,5.2129900000000005,0.0,6759.094,3313.272,275.568,540.082,603.786,170.15400000000002,265.944,316.418,84.39200000000001,312.02,285.85,459.05800000000005,3445.822,241.06,75.782,402.35400000000004,659.982,1130.276,329.324,320.52,286.524,0.0,16.044,3.62103,1.6654400000000003,0.79788,0.0,0.0,0.0,1.002,0.867,0.0,17.18,0.0,513.7046799999999,6.7321800000000005,221.10934,10.57567,0.0,8.865730000000001,12.725999999999999,3.4785,1.10463,0.0,32.30607,0.0,964.44889,80.32935,27.58117,0.0,0.0,1.67744,1489.57446,176.70314,0.0,4.827,1.215,2.136,0.0,0.0,0.0,1.659,0.0,0.17906,1.49861,0.04108,4.415,19.06553,17.967,0.2771
stir-fried pork and onion,69.5,Side dish_stir_fried_main,73.237,54.9081,7.769360000000001,3.3007199999999997,0.7895399999999999,2.8378799999999997,1.77194,0.402,0.7469399999999999,0.623,0.0,0.0,0.0,0.6726,0.0794,0.5932,8.732999999999999,0.28924,12.296,81.013,188.579,111.19200000000001,0.4343,0.009493999999999999,0.060320000000000006,8.050419999999999,1.2974,0.057260000000000005,0.3,552.554,0.094726,0.097492,0.6903060000000001,0.0,0.0,0.0,0.1811,0.0,0.022080000000000002,0.7396199999999999,5.37,5.37,0.0,0.114,2.20772,0.0,0.0,0.0,1.20164,0.24788000000000002,0.0162,0.6251800000000001,0.30538000000000004,0.006999999999999999,0.0,0.0,0.0,3.56744,3.56744,0.0,6668.244000000001,3310.522,274.568,538.832,602.336,169.65400000000002,266.394,314.768,84.792,310.02,283.45,465.708,3357.722,240.61,75.082,400.35400000000004,658.082,1092.526,327.824,279.17,284.074,0.0,16.044,3.1425799999999997,1.37804,0.72278,0.0,0.0,0.0,1.002,0.867,0.0,16.8112,0.0,461.02828,6.32688,203.64004,9.10702,0.0,7.1959800000000005,12.725999999999999,3.0798,0.9955799999999999,0.0,31.921120000000002,0.0,867.40264,72.7277,23.94312,0.0,0.0,1.39004,1239.49896,139.84874,0.0,4.827,1.215,2.136,0.0,0.0,0.0,1.659,0.0,0.14226,1.24796,0.03418,4.2634,15.682579999999998,14.6226,0.2821
stir-fried pork and Yangsongyi mushroom,73.3,Side dish_stir_fried_main,76.218,57.1952,8.44236,3.3491400000000002,0.8962,3.5227,1.7845900000000001,0.66905,0.39854,0.3365,0.0,0.1103,0.2702,0.7701,0.1569,0.6132,9.872,0.42823999999999995,14.895999999999999,101.29,231.452,110.235,0.60817,0.090041,0.074488,9.33337,1.71415,0.24486,0.3,281.737,0.103806,0.195512,1.558101,0.0,0.0,0.0,0.40923000000000004,0.0,0.020630000000000003,1.2404600000000001,11.12,11.12,0.0,0.114,1.02972,0.0,0.0,0.0,1.195,0.212,0.0162,0.6577,0.3056,0.0035,0.0,0.0,0.0,4.577,4.577,0.0,7042.217,3498.114,294.949,576.4780000000001,619.556,176.15200000000002,288.60900000000004,341.836,91.76700000000001,334.134,291.8,482.833,3544.103,256.115,82.098,438.14300000000003,682.915,1129.941,344.485,306.471,303.935,0.0,16.044,3.1968900000000002,1.40612,0.73793,0.0,0.0,0.0,1.002,0.8978,0.0,17.1201,0.28800000000000003,468.9647,6.56645,207.83687,10.18935,0.1264,7.9275899999999995,12.86295,3.39365,1.00679,0.0,32.0898,0.0,878.72755,73.16582,24.0178,0.0,0.1754,1.4182700000000001,1267.37191,139.64695,0.0,4.9479,1.215,2.3280000000000003,0.0,0.0,0.0,1.659,0.0,0.14215,1.27652,0.0339,4.36325,15.23255,14.66635,0.2776
stir-fried pork and Yangsongyi mushroom,72.3,Side dish_stir_fried_main,76.048,56.2532,8.41876,3.3481400000000003,0.8918,3.4937,1.7319900000000001,0.66825,0.37394,0.3115,0.0,0.1103,0.268,0.7381,0.1529,0.5852,9.642000000000001,0.42183999999999994,14.696,100.95,230.222,110.405,0.59237,0.089641,0.059427999999999995,9.33337,1.67595,0.057260000000000005,0.3,276.277,0.10268599999999999,0.19403199999999998,1.558241,0.0,0.0,0.0,0.39249,0.0,0.02035,1.2404600000000001,10.72,10.72,0.0,0.114,1.0687200000000001,0.0,0.0,0.0,1.195,0.212,0.0162,0.6577,0.3056,0.0035,0.0,0.0,0.0,2.8262,2.8262,0.0,7020.576999999999,3489.954,294.249,575.058,618.556,175.912,287.709,340.596,91.667,333.194,291.32,481.69300000000004,3530.623,255.455,81.878,437.18300000000005,680.055,1124.0610000000001,343.705,305.971,302.315,0.0,16.044,3.19389,1.40472,0.73653,0.0,0.0,0.0,1.002,0.867,0.0,17.0969,0.28800000000000003,468.2149,6.56645,207.41807,10.16055,0.11199999999999999,7.88779,12.86295,3.39365,1.0065899999999999,0.0,32.0898,0.0,878.56255,73.16582,24.0178,0.0,0.1754,1.41687,1266.43271,139.14715,0.0,4.9479,1.215,2.3280000000000003,0.0,0.0,0.0,1.659,0.0,0.14155,1.27552,0.0339,4.36325,15.23255,14.66635,0.2776
stir-fried pork and mushroom,70.0,Side dish_stir_fried_main,82.81200000000001,54.3681,7.147360000000001,5.12827,0.81419,2.80368,0.28794000000000003,0.0325,0.14044,0.115,0.0,0.0,0.0,0.5426,0.0844,0.4582,5.2829999999999995,0.44123999999999997,10.446,78.71300000000001,193.929,113.14200000000001,0.9183,0.022394,0.04287,6.35237,0.9649,0.27446,1.2,0.654,0.174176,0.130642,2.681356,0.0,0.0,0.0,0.32735,0.0,0.01278,1.32112,7.22,7.22,0.0,0.138,1.1917200000000001,0.207,0.0,0.207,1.44099,0.25693,0.02025,0.7703800000000001,0.38143,0.006,0.0,0.003,0.0,2.64724,2.64724,0.0,6409.044,3187.422,317.418,509.13199999999995,552.436,147.704,270.444,297.968,60.842,349.12,247.35,435.00800000000004,3221.6220000000003,231.91,64.782,401.504,603.382,1020.0260000000001,350.124,280.67,269.224,0.0,18.255,4.86103,1.92094,1.25938,0.0,0.0,0.0,2.454,6.18,0.0,45.723,2.6460000000000004,785.19668,15.081179999999998,347.46834,11.84867,2.3280000000000003,8.89423,27.471,3.446,1.6036299999999999,1.125,57.381069999999994,0.0,1396.4243900000001,110.70485,36.90567,0.0,0.0,1.9479400000000002,1739.33896,181.32414,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.18905999999999998,1.7621099999999998,0.05008,9.506,21.948529999999998,19.512,0.2721
stir-fried pork and konjac,64.5,Side dish_stir_fried_main,75.53699999999999,51.0431,6.54936,4.58122,0.66204,1.92588,0.57494,0.065,0.27994,0.23,0.0,0.0,0.0,0.5526,0.0244,0.5282,15.183,0.35074,8.896,62.263000000000005,138.029,112.19200000000001,0.8013,0.012544,0.045219999999999996,6.051419999999999,1.0709,0.37676,1.2,0.754,0.162226,0.082692,1.5876059999999999,0.0,0.0,0.0,0.316,0.0,0.013030000000000002,0.59062,2.67,2.67,0.0,0.138,1.50072,0.207,0.0,0.207,1.1991399999999999,0.23138000000000003,0.0162,0.63418,0.30538000000000004,0.006,0.0,0.003,0.0,2.12144,2.12144,0.0,6133.444,3059.722,304.418,484.73199999999997,532.486,142.454,257.694,281.018,56.891999999999996,333.97,240.5,425.55800000000005,3073.722,220.36,59.982,372.704,577.132,992.6260000000001,333.574,265.17,252.174,0.0,18.255,4.3670800000000005,1.62204,1.18228,0.0,0.0,0.0,2.454,6.228,0.0,45.5757,2.127,730.12578,14.67588,329.75354,10.34802,2.3280000000000003,7.084980000000001,27.471,2.8318,1.49258,1.125,56.988119999999995,0.0,1296.4166400000001,103.5357,33.25912,0.0,0.0,1.64904,1472.88596,148.58373999999998,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.15625999999999998,1.49596,0.04318,9.3544,18.565579999999997,16.1676,0.2721
stir-fried pork with perilla leaves,62.5,Side dish_stir_fried_main,80.047,47.7671,6.972160000000001,4.62372,0.8245399999999999,2.57408,0.8144399999999999,0.065,0.37894,0.3705,0.0,0.0,0.0,0.7836,0.0574,0.7262,31.063000000000002,0.50054,21.375999999999998,70.203,181.80900000000003,112.37200000000001,0.8340000000000001,0.024964,0.0745,6.28602,2.125,0.40206,1.2,606.604,0.190296,0.111482,1.6399560000000002,0.0,0.0,0.0,0.36065,0.0,0.01355,0.59062,15.47,15.47,0.0,0.138,2.6821200000000003,0.207,0.0,0.207,1.28554,0.31298000000000004,0.0186,0.63658,0.30538000000000004,0.006,0.0,0.003,0.0,65.65649,65.65649,0.0,6486.144,3214.962,318.228,513.802,552.996,148.314,276.374,297.818,61.242,352.67,248.04,445.478,3271.1820000000002,234.33,64.072,393.084,613.332,1050.026,352.814,295.18,268.344,0.0,18.255,4.40848,1.6493400000000003,1.1934799999999999,0.0,0.0,0.0,2.454,6.18,0.0,45.3518,2.4126,739.66298,14.67588,330.78564,10.83682,2.3512,7.084980000000001,27.5094,2.9974,1.49548,1.125,57.076119999999996,0.0,1297.33054,104.9584,33.283120000000004,0.0,0.0,1.6763400000000002,1479.08626,169.70514,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.17776,1.5025600000000001,0.04318,9.3984,18.59518,16.4108,0.2721
stir-fried pork and rice cake,69.5,Side dish_stir_fried_main,99.18700000000001,50.1331,7.14036,4.630719999999999,0.7985399999999999,7.05888,0.8629399999999999,0.07400000000000001,0.39094,0.39799999999999996,0.0,0.0,0.0,0.5526,0.0844,0.4682,10.333,0.40174,11.546,70.563,169.27900000000002,138.542,0.9228,0.021794,0.10452,6.26642,3.6004,0.26126,1.2,14.604000000000001,0.166326,0.079292,1.6745560000000002,0.0,0.0,0.0,0.35645,0.0,0.01378,0.59062,7.02,7.02,0.0,0.138,3.92222,0.207,0.0,0.207,1.27314,0.27438,0.0172,0.65118,0.30538000000000004,0.01,0.001,0.009000000000000001,0.002,11.85869,11.85869,0.0,6620.244000000001,3270.022,322.318,521.082,547.236,154.454,281.094,303.568,66.892,359.77,249.1,464.50800000000004,3350.222,244.21,62.282,400.10400000000004,625.682,1101.526,354.324,283.22,278.874,0.0,18.255,4.415080000000001,1.6420400000000002,1.20228,0.0,0.0,0.0,2.454,6.18,0.0,45.9182,2.127,747.23928,14.67588,330.86404,10.51952,3.4335,7.18748,27.471,3.1828,1.50058,1.125,57.04561999999999,0.0,1303.04814,104.5587,33.25912,0.0,0.0,1.66904,1487.24496,153.67274,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.16176,1.5104600000000001,0.04318,9.4584,18.734579999999998,16.1676,0.3421
stir-fried pork and cucumber,74.5,Side dish_stir_fried_main,79.387,59.7631,6.908360000000001,4.59772,0.79504,2.69738,1.07194,0.09300000000000001,0.49543999999999994,0.4835,0.0,0.0,0.0,0.6126,0.2494,0.3632,10.183,0.42923999999999995,11.995999999999999,73.563,195.179,112.84200000000001,0.8628,0.019044,0.13547,6.176419999999999,1.4474,0.33476,1.2,10.554,0.168026,0.085142,1.6898060000000001,0.0,0.0,0.0,0.46985,0.0,0.01348,1.10412,7.62,7.62,0.0,0.138,4.1512199999999995,0.207,0.0,0.207,1.20264,0.23188000000000003,0.0162,0.63718,0.30538000000000004,0.006,0.0,0.003,0.0,5.76419,5.76419,0.0,6379.594,3143.522,312.168,497.68199999999996,541.936,145.204,266.394,291.068,60.542,343.82,246.15,438.55800000000005,3236.072,227.36,62.582,388.55400000000003,593.982,1071.4260000000002,342.42400000000004,284.72,263.224,1.8,18.255,4.38508,1.63604,1.18528,0.0,0.0,0.0,2.454,6.18,0.0,45.1902,2.127,733.86078,14.67588,329.72004,10.34802,2.3280000000000003,7.084980000000001,27.471,2.8318,1.49358,1.125,56.988119999999995,0.0,1296.87064,103.7552,33.25912,0.0,0.0,1.66304,1480.6059599999999,153.76224,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.16176,1.5044600000000001,0.04318,9.3544,18.565579999999997,16.1676,0.2721
stir-fried barbequed pork and onion,62.3,Side dish_stir_fried_main,76.763,48.3387,6.759860000000001,4.40064,0.7387,2.3237,1.21294,0.2335,0.52544,0.45399999999999996,0.0,0.0,0.0,0.5876,0.0494,0.5382,9.307,0.40973999999999994,11.475999999999999,69.925,172.757,113.29,0.8521200000000001,0.015806,0.06852799999999999,6.1081199999999995,1.5264,0.20845999999999998,1.2,289.892,0.167076,0.080452,1.681556,0.0,0.0,0.0,0.3468,0.0,0.01505,0.73256,6.47,6.47,0.0,0.138,3.16922,0.207,0.0,0.207,1.0621,0.214,0.0,0.8208,0.0118,0.0095,0.0,0.003,0.0,10.0284,10.0284,0.0,6318.331999999999,3139.1240000000003,310.704,495.108,542.136,144.77200000000002,265.04400000000004,288.486,59.342,342.024,244.15,447.358,3179.208,225.11,62.168,384.458,600.75,1033.9660000000001,340.06,270.686,262.01,0.0,18.255,4.19764,1.24532,1.15808,0.0,0.0,0.0,2.454,6.18,0.0,43.6505,2.127,686.1403,14.2848,353.04552,14.8747,3.4335,1.9704400000000002,27.471,2.0697,1.7464400000000002,1.125,57.8337,0.0,1572.8898,91.89931999999999,21.4437,0.0,0.0,1.2723200000000001,1213.92996,30.5934,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.0381,1.23702,0.0208,8.748,10.2698,2.79,0.2771
stir-fried pork in spicy black soy,76.5,Side dish_stir_fried_main,88.905,59.5495,6.94905,4.4531,0.71385,4.9415,2.6115,1.3075,0.7333,0.5684,0.0,0.0001,0.0004,0.958,0.09300000000000001,0.865,12.085,0.42335,12.205,73.595,204.98,77.065,0.8849,0.018555000000000002,0.080975,7.1217,2.2925,0.2772,1.2,578.7,0.171085,0.08072,1.7723349999999998,0.0,0.0,0.0,0.37672,0.0,0.01659,0.6875,11.14,11.14,0.0,0.138,4.975,0.207,0.0,0.207,1.324,0.3818,0.018000000000000002,0.5907,0.3107,0.0136,0.0031,0.003,0.0001,21.7952,21.7952,0.0,6430.11,3183.44,313.15,501.005,547.06,146.855,269.51,293.35,61.49,346.05,246.775,458.195,3246.67,230.155,64.075,392.97,614.875,1057.11,343.93,274.405,269.15,0.0,18.255,4.2468,1.581,1.1698,0.0,0.0,0.0,2.454,6.1885,0.0,45.3214,2.1419,725.06685,14.58,321.6183,9.5587,4.539,7.3868,27.471,3.2223,1.4264,1.125,56.8993,0.0,1230.9412,103.5358,33.0678,0.0,0.0,1.608,1423.1033,157.502,0.0,16.368,3.147,5.655,0.0,0.0,0.0,3.147,0.0,0.1651,1.4461,0.0426,9.3698,18.0176,16.1782,0.1875
stir-fried pork and vegetables in black soy,76.5,Side dish_stir_fried_main,78.905,60.3595,7.29255,3.0066,0.74035,5.226,2.464,1.1715,0.7103,0.5799,0.0,0.0001,0.0004,0.848,0.138,0.71,8.335,0.40835,13.255,79.145,210.33,74.465,0.6584,0.030305000000000002,0.059225,7.5962,2.286,0.9902,0.9,303.5,0.276535,0.12937,1.328635,0.0,0.0,0.0,0.09942000000000001,0.0,0.010790000000000001,0.88,9.54,9.54,0.0,0.15,2.4975,0.06,0.0,0.06,1.1665,0.2498,0.018000000000000002,0.5807,0.3107,0.0041,0.0031,0.0,0.0001,2.8262,2.8262,0.0,6164.86,3094.84,267.95,537.405,549.01,166.505,252.51,297.25,65.24,294.2,244.725,420.045,3070.02,204.105,75.175,363.22,623.225,1009.06,284.58,247.555,263.1,0.0,20.355,2.8628,1.349,0.6578,0.0,0.0,0.0,1.5565,2.0340000000000003,0.0,16.6169,0.0149,431.89735,4.683,183.1023,7.9622,0.0,7.2578,0.0,2.9043,0.8134,0.0,23.1463,0.0,710.0087,58.5288,22.1873,0.0,0.0,1.358,1183.4648,146.297,0.0,4.848,0.81,2.661,18.965999999999998,0.0,0.0,2.019,0.0,0.1476,1.2106,0.0336,3.8408,17.0576,13.3882,0.1825
stir-fried pork with perilla leaves,59.4,Side dish_stir_fried_main,66.43,46.3209,7.29656,3.07163,0.81247,2.17804,0.92594,0.201,0.38594,0.33899999999999997,0.0,0.0,0.0,0.6166,0.0514,0.5652,13.06,0.43168999999999996,14.931,77.354,186.66299999999998,111.656,0.6641100000000001,0.02154,0.063584,6.655819999999999,1.6463,0.9204600000000001,0.9,440.88300000000004,0.275706,0.145432,1.334906,0.0,0.0,0.0,0.0412,0.0,0.009995,0.86829,8.32,8.32,0.0,0.15,2.68382,0.06,0.0,0.06,1.23222,0.29854,0.0168,0.60859,0.30479,0.0035,0.0,0.0,0.0,27.68852,27.68852,0.0,6186.653,3117.8179999999998,271.756,542.205,551.9259999999999,166.793,254.46400000000003,299.017,64.892,297.867,245.36,423.538,3068.835,203.64,75.14,367.82099999999997,615.381,1002.8710000000001,288.882,247.19799999999998,267.902,0.0,20.355,2.92391,1.37008,0.66743,0.0,0.0,0.0,1.545,1.9709999999999999,0.0,16.5421,0.0714,436.64924,4.71054,186.88893000000002,8.57351,1.1113,7.15251,0.0096,2.97805,0.84351,0.0,23.31496,0.0,738.88962,59.63346,22.248160000000002,0.0,0.0,1.3790799999999999,1203.73541,147.38926999999998,0.0,4.848,0.81,2.661,18.965999999999998,0.0,0.0,2.019,0.0,0.14923,1.23024,0.033889999999999997,3.8364,17.32209,13.4384,0.2771
stir-fried pork and vegetables,69.5,Side dish_stir_fried_main,67.237,56.0781,7.3193600000000005,3.17922,0.8800399999999999,2.32288,0.7894399999999999,0.1965,0.29944,0.2935,0.0,0.0,0.0,0.6276,0.2094,0.4182,14.133,0.46974,13.745999999999999,81.013,222.27900000000002,113.492,0.6953,0.027044,0.058070000000000004,6.64842,2.1864,1.04026,0.9,359.10400000000004,0.277476,0.144592,1.406306,0.0,0.0,0.0,0.09395,0.0,0.01073,5.3566199999999995,10.27,10.27,0.0,0.15,8.47772,0.06,0.0,0.06,1.28864,0.31738,0.0192,0.64218,0.30538000000000004,0.0045,0.0,0.0,0.0,16.713739999999998,16.713739999999998,0.0,6172.944,3099.022,271.168,540.382,551.636,166.054,253.644,299.318,63.942,297.22,246.1,409.55800000000005,3073.922,201.21,75.682,372.85400000000004,614.182,1004.9760000000001,288.374,246.97,267.874,1.8,20.355,3.0230799999999998,1.41804,0.67978,0.0,0.0,0.0,1.5530000000000002,1.9909999999999999,0.0,16.5927,0.0,444.88628,4.77888,191.96004,9.04452,0.0,7.22698,0.0,2.8228,0.88208,0.0,23.47962,0.0,776.2656400000001,60.9467,22.39562,0.0,0.03,1.4270399999999999,1250.60746,147.97523999999999,0.0,4.848,0.81,2.661,19.003,0.0,0.0,2.019,0.0,0.14976,1.27746,0.03418,3.8254,17.60558,13.3776,0.2771
stir-fried pork and paprika in ketchup,73.0,Side dish_stir_fried_main,71.8,58.427,7.2176,2.9661,0.7491,3.9192,1.9481,0.6735,0.6157,0.6589,0.0,0.0,0.0,1.056,0.243,0.813,8.39,0.3825,13.45,77.54,218.97,68.71,0.6601,0.030310000000000004,0.0545,6.9461,2.0545,0.8808,0.9,401.48,0.27758,0.12339000000000001,1.4568,0.0,0.0,0.0,0.07824,0.0,0.010740000000000001,1.4749,11.3,11.3,0.0,0.15,9.2575,0.06,0.0,0.06,1.5126,0.6057,0.0282,0.5678,0.3042,0.0067,0.0,0.0,0.0,13.6244,13.6244,0.0,6146.08,3073.21,265.24,531.64,546.71,165.94,249.04,297.1,64.45,291.1,244.73,417.26,3072.87,202.02,76.03,363.62,627.36,1014.81,283.48,238.78,266.77,0.0,20.355,2.8324,1.3297,0.6554,0.0,0.0,0.0,1.5954,2.1358,0.0,16.8841,0.0,429.4615,4.6422,182.1932,8.0315,1.1055,7.1638,0.0,2.8543,0.8047,0.0,23.2727,0.0,701.7987,58.6601,22.0887,0.0,0.0,1.3387,1165.7433,144.6354,0.0,4.848,0.81,2.661,18.965999999999998,0.0,0.0,2.019,0.0,0.1461,1.2464,0.0336,3.8254,17.0238,13.3776,0.17
stir-fried pork and burdock,59.4,Side dish_stir_fried_main,70.714,45.4578,7.27133,3.1511,0.8136399999999999,2.9857299999999998,1.17297,0.237,0.44947,0.4865,0.0,0.0,0.0,0.8043,0.0637,0.7406,9.075,0.40442,15.073,80.189,193.122,111.59,0.66414,0.042361,0.071346,6.6071100000000005,1.0975,0.88303,0.9,276.154,0.268658,0.137716,1.278893,0.0,0.0,0.0,0.0396,0.0,0.010805,0.9626399999999999,4.745,4.745,0.0,0.15,0.88986,0.06,0.0,0.06,1.24194,0.27668000000000004,0.0162,0.64018,0.30538000000000004,0.0035,0.0,0.0,0.0,2.84444,2.84444,0.0,6143.403,3108.535,268.476,534.053,543.778,164.50799999999998,250.077,295.135,64.306,292.313,244.125,451.764,3034.868,198.845,73.563,360.47,625.302,983.488,282.844,249.547,260.809,0.0,20.355,3.00546,1.40448,0.67724,0.0,0.0,0.0,1.545,1.9709999999999999,0.0,16.5017,0.0,442.82158,4.77888,191.65913,8.94002,0.0,7.138960000000001,0.0,2.85795,0.88056,0.0,23.366120000000002,0.0,775.6324400000001,59.78869,22.39562,0.0,0.0,1.4134799999999998,1245.14973,140.63773999999998,0.0,4.848,0.81,2.661,18.965999999999998,0.0,0.0,2.019,0.0,0.14276,1.2719,0.03418,3.8254,17.60558,13.3776,0.2771
stir-fried pork and paprika,70.0,Side dish_stir_fried_main,67.11,56.498999999999995,7.3116,2.9621,0.8428,2.6635,1.2746,0.201,0.5162,0.5574,0.0,0.0,0.0,0.872,0.136,0.736,7.89,0.4086,13.83,78.64,204.72,111.22,0.6671,0.026369999999999998,0.06666,6.6816,2.4051,0.8808,0.9,378.48,0.27706,0.14907,1.4659799999999998,0.0,0.0,0.0,0.059539999999999996,0.0,0.01059,1.2259,11.07,11.07,0.0,0.15,8.8035,0.06,0.0,0.06,1.4739,0.5670000000000001,0.0282,0.5678,0.3042,0.0067,0.0,0.0,0.0,13.6244,13.6244,0.0,6241.51,3125.83,272.67,542.5,554.73,166.8,254.75,301.75,64.62,298.55,246.53,422.93,3115.68,203.65,77.02,369.05,636.58,1019.25,289.44,247.18,273.51,0.0,20.355,2.8284,1.3272,0.6539,0.0,0.0,0.0,1.5954,2.1358,0.0,16.8841,0.0,428.0056,4.6422,182.1932,8.0315,1.1055,7.1638,0.0,2.8543,0.8047,0.0,23.2727,0.0,701.7987,58.6601,22.0887,0.0,0.0,1.3362,1163.2403,144.6354,0.0,4.848,0.81,2.661,18.965999999999998,0.0,0.0,2.019,0.0,0.1461,1.2439,0.0336,3.8254,17.0238,13.3776,0.27699999999999997
