name,Weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (Beta-Carotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,EPA,DHA
유자고구마맛탕,59,반찬_튀김_경계,133.25,0.5202,5.0205,21.2643,1.35,8.01,0.24,3.95,0,1.345833333,0.03437,0.0183,5.36,2.55753,0.330629,0,0
고구마맛탕,58,반찬_튀김_경계,132.38,0.5056,5.0205,21.1189,1.35,7.5,0.225,3.5,0,1.333333333,0.03271,0.0135,3.56,2.55753,0.330629,0,0
튀김만두+초간장,83.3,반찬_튀김_경계,177.289,8.21269,7.85716,17.02475,1.2879,20.504,0.72196,112.856,9.97,0.533333333,0.185764,0.153768,1.26558,3.56791189,0.405358,0,4.9504
만두강정,90.8,반찬_튀김_경계,187.114,8.30209,6.86821,21.76465,1.4879,21.564,0.73041,166.021,9.97,2.45,0.187204,0.169478,1.71958,3.06314689,0.3397812,0,4.9504
가지깐풍,51,반찬_튀김_경계,77.8,1.1182,5.6396,5.7954,1.251,8.8,0.192,61.39,4.08,5.5825,0.02455,0.07953,0.2724,2.7354566,0.3298443,0,2.1216
가지튀김,56,반찬_튀김_경계,103.2,1.4928,5.2777,11.9833,1.165,14.48,0.2367,92.19,4.08,1.516666667,0.02739,0.07732,0,2.6123576,0.3313801,0,2.1216
가지카레튀김,57,반찬_튀김_경계,106.54,1.6604,5.6997,12.1641,1.121,14.99,0.3719,74.67,4.08,1.984166667,0.02843,0.07908,0,2.603738,0.3308331,0,2.1216
어묵구이+케찹,37,반찬_튀김_경계,75.15,3.521,3.3372,7.8067,0.29,15.7,0.1685,262.85,7.2,2.591666667,0.0013,0.0143,0.454,1.635075,0.2021306,9.084,47.154
모듬튀김,120,반찬_튀김_경계,222.6,7.352,10.5625,24.9255,2.16,24.85,0.7245,317.2,7.1,0.666666667,0.14205,0.1428,14.112,3.4382835,0.3879355,0,5.522
버섯탕수,61,반찬_튀김_경계,82.02,1.0599,5.0212,9.2843,1.011,4.64,0.2727,99.5,0,23.77083333,0.03223,0.10616,8.902,2.5556139,0.3284335,0,0
양파튀김,45,반찬_튀김_경계,79,1.268,5.386,6.128,0.62,10.7,0.1945,51.25,6.8,0.05,0.0208,0.02985,1.764,2.6178335,0.3307495,0,3.536
양파링튀김,50.1,반찬_튀김_경계,96.1,1.4275,5.3975,10.1745,0.645,8.19,0.1912,42.197,6.8,0.05,0.02245,0.02795,1.7725,2.6236955,0.331151,0,3.536
새우맛연근튀김,38,반찬_튀김_경계,92.3,1.8877,5.6833,8.0772,1.011,85.86,2.2719,54.33,0,2.291666667,0.02808,0.04172,7.0926,2.5611842,0.3304153,0,0
연근튀김,45.1,반찬_튀김_경계,90.35,0.9315,5.03,10.0015,1.265,13.44,0.3247,84.747,0,0,0.03685,0.0465,9.9225,2.5697645,0.3313585,0,0
옥수수채소튀김,69,반찬_튀김_경계,103.15,0.969,4.2239,15.2189,1.255,6.3,0.229,64.65,0,23.88333333,0.01835,0.045,3.588,2.119444,0.2682882,0,0
당면김말이튀김,20,반찬_튀김_경계,90.1,0.7777,5.0275,10.5533,0.216,14.27,0.6328,155.63,0,12.1525,0.01035,0.08554,1.576,2.5419618,0.3284715,0,0
김말이튀김,27,반찬_튀김_경계,109.99,0.8287,7.0258,10.9076,0.371,16.33,0.6818,157.1,0,35.15416667,0.0122,0.09004,1.727,3.3785378,0.3395479,0,0
채소크로켓,91,반찬_튀김_경계,115.01,2.8012,5.4798,13.7619,2.112,11.59,0.551,19.31,6.8,45.975,0.05246,0.08804,7.0852,2.6524423,0.3328416,0,3.536
채소튀김,65,반찬_튀김_경계,138.67,2.7623,5.8939,17.9277,1.227,27.49,0.4931,147.06,13.6,42.00666667,0.04719,0.08082,2.6017,2.7292048,0.3442381,0,7.072
톳채소튀김,68,반찬_튀김_경계,154.18,3.1382,5.918,21.2123,1.149,39.14,0.7092,190.47,13.6,37.765,0.05243,0.08056,1.7456,2.7435042,0.3417146,0,7.072
춘권튀김,30.3,반찬_튀김_경계,66.327,2.8509,4.1673,3.9515,0.28,7.021,0.3207,109.24,4.7,18.69433333,0.03451,0.02982,0.556,2.050328,0.2637556,0,0
치킨너겟+토마토케첩,55.2,반찬_튀김_경계,122.7,9.18853,6.22092,6.10165,0.3303,10.569,0.57942,71.678,27.7,1.161,0.076218,0.116516,1.51846,2.68251843,0.3322936,0,7.072
치킨너겟+머스타드소스,55.3,반찬_튀김_경계,140.393,9.18378,8.5107,5.39262,0.2481,10.952,0.60279,53.649,27.97,0.18225,0.076516,0.114595,1.24978,3.86246546,0.50966008,0,7.072
치킨너겟+소스,56.2,반찬_튀김_경계,135.57,9.19093,7.73312,5.91295,0.2903,10.769,0.58912,70.288,27.88,0.889333333,0.076418,0.116116,1.42766,3.46655983,0.4486304,0,7.072
도라지강정,47,반찬_튀김_경계,106.44,1.0757,5.0429,13.9908,1.345,12.21,0.1229,102.51,0,2.041666667,0.00811,0.041,1.7244,2.5775536,0.330513,0,0
호두강정,19,반찬_튀김_경계,96.97,0.9821,8.3899,4.7942,0.208,5.28,0.1896,103.77,0,2.0125,0.01126,0.03754,0.454,2.5388996,0.3279074,0,0
연근강정,47,반찬_튀김_경계,111.19,1.0582,5.0329,15.0408,1.12,9.21,0.2429,107.01,0,1.916666667,0.02811,0.05575,7.5469,2.5700286,0.330673,0,0
야채튀김,53.1,반찬_튀김_경계,90.37,1.6068,5.3943,8.5522,1.163,12.07,0.3237,85.677,6.8,23.81666667,0.02712,0.0409,3.6413,2.6207993,0.3317016,0,3.536
(가공)만두튀김,32,반찬_튀김_경계,80.7,2.814,3.9602,8.3502,1.74,19.5,0.93,78.3,0,3.125,0.1344,0.0213,0,1.336652,0.1526036,0,0
다시마튀김,11,반찬_튀김_경계,50.22,0.055,4.9756,1.2426,0,5.19,0.1213,3.76,0,3.225,0.0015,0.01244,0.7,2.53634,0.327884,0,0
모듬버섯탕수,50,반찬_튀김_경계,68.04,1.1468,3.0706,9.7033,0.88,7.8,0.2514,78.29,0,25.2125,0.02408,0.07406,2.0619,1.5605148,0.2016956,0,0
검은깨고구마맛탕,45,반찬_튀김_경계,119.2,0.5667,5.4272,16.9835,1.138,18.49,0.2133,2.48,0,0.955833333,0.02412,0.04334,2.492,2.7344458,0.3317472,0,0
미역귀튀각,10,반찬_튀김_경계,28.3,0.975,3.802,4.621,3.87,76.6,1.175,103.8,0,2.666666667,0,0.0055,0,1.78836,0.039852,21.219,0
감자고로케,61.3,반찬_튀김_경계,104.157,2.107,5.4869,11.2122,1.322,8.851,0.3704,94.9,6.8,23.061,0.03302,0.04336,5.0697,2.6465188,0.3328106,0,3.536
고로케,66.3,반찬_튀김_경계,111.657,4.359,5.8479,9.8542,1.052,8.951,0.4154,99,6.9,23.83183333,0.05732,0.05906,12.1707,2.6889258,0.3348416,0,3.536
감자칩튀김,38.1,반찬_튀김_경계,76.86,0.8196,5.0015,6.9093,0.876,4.9,0.2009,60.177,0,0,0.02184,0.00996,3.153,2.5518704,0.3292565,0,0
게맛살크로켓,56,반찬_튀김_경계,124.51,5.1817,5.8283,12.1509,0.407,72.74,0.4715,313.06,13.6,1.916666667,0.02551,0.09174,1.6882,2.6834568,0.3322936,0,7.072
게맛살튀김,40,반찬_튀김_경계,99.5,3.541,5.0355,9.5335,0.11,69,0.2845,281.4,0,0,0.0154,0.0391,0,2.557889,0.3292515,0,0
단호박튀김,50,반찬_튀김_경계,102.4,1.1385,5.273,12.6445,1.97,11.4,0.215,87.6,0,107.0416667,0.0233,0.0538,4.2455,2.641808,0.358962,0,0
브로콜리튀김,55,반찬_튀김_경계,107.3,3.2825,5.9155,9.954,1.275,18.8,0.495,29.35,13.6,6.6,0.03005,0.0932,10.808,2.713484,0.352262,0,7.072
뱅어포튀김,17,반찬_튀김_경계,86.85,6.1315,6.0656,1.318,0.008,98.49,0.3176,115.84,0,0,0.01839,0.03218,0,2.53634,0.327884,0,0
채소옥수수튀김,70.3,반찬_튀김_경계,108.747,1.8618,5.1791,13.4093,1.285,19.711,0.3394,193.39,0,24.061,0.02426,0.04397,4.573,2.615918,0.333203,0,0
표고탕수,34,반찬_튀김_경계,76.11,0.8815,5.0661,6.9017,0.118,5.25,0.1849,138.75,0.01,0,0.02288,0.07611,0,2.5579069,0.3292515,0.1186,0.0695
연근어묵,31,반찬_튀김_경계,52.302,3.1878,0.83915,8.2094,0.534,52.796,0.42185,405.594,3.6,4.170166667,0.011625,0.04198,1.89025,0.33856975,0.0388659,10.5624,44.381
간장닭갈비,83.6,반찬_볶음_주찬,82.597,8.0189,2.3294,6.9349,1.0845,20.811,0.3994,208.151,3,42.06516667,0.089055,0.1102,4.4372,1.07575835,0.1443355,0,0
(저당)닭갈비,75.1,반찬_볶음_주찬,77.692,7.8338,2.3465,5.90835,1.0175,19.111,0.3522,160.721,3,24.8935,0.0965,0.07824,4.0662,1.08566395,0.1457257,0,0
간장돼지불고기,74.3,반찬_볶음_주찬,165.243,4.70876,13.72954,5.6941,0.7356,12.517,0.33734,163.31,5.7,24.28683333,0.160106,0.118532,3.55622,2.48583346,0.2365338,0,0
낙지채소볶음,75.3,반찬_볶음_주찬,52.873,5.86296,2.20054,2.5165,0.6596,18.957,0.77934,289.92,0,30.4735,0.026566,0.061532,1.49552,1.02770506,0.1363624,45.6,52
낙지콩나물볶음,72.5,반찬_볶음_주찬,55.557,6.23486,2.58022,1.92038,0.5026,21.183,0.80374,289.302,0,23.0995,0.034426,0.050992,1.06872,1.20399346,0.15000374,45.6,52
너비아니채소볶음,96.5,반찬_볶음_주찬,159.107,8.22246,10.51202,7.36168,1.4146,29.673,1.29524,124.692,20.1,27.31533333,0.038426,0.224482,8.38902,1.84299806,0.22820174,0,7.072
난자완스,83.6,반찬_볶음_주찬,99.432,9.5648,1.9168,10.58465,0.353,16.021,0.5692,305.746,13.95,4.5735,0.112755,0.16176,15.564,0.2703823,0.0142007,0.593,7.4195
닭가슴살삼색파프리카볶음,65.5,반찬_볶음_주찬,62.167,7.39446,2.51722,2.20878,0.3106,5.833,0.33914,110.662,3,3.962833333,0.071076,0.066912,26.37222,1.15655066,0.13820554,0,0
닭가슴살파프리카볶음,59.5,반찬_볶음_주찬,61.637,7.34536,2.50772,2.10888,0.3526,5.433,0.24824,110.392,3,2.8795,0.067926,0.067492,10.33672,1.15537096,0.13736674,0,0
닭가슴살굴소스볶음,60.5,반찬_볶음_주찬,66.197,7.25056,2.50722,3.30698,0.4416,6.643,0.21194,154.122,3.03,24.17116667,0.069766,0.041802,1.46822,1.15512936,0.13701824,0.3558,0.2085
닭가슴살숙주볶음,64.5,반찬_볶음_주찬,60.987,7.51386,2.50222,1.81788,0.4476,6.783,0.24424,110.992,3,0.125333333,0.077026,0.061392,2.24772,1.15150646,0.13579624,0,0
닭가슴살양배추볶음,64.5,반찬_볶음_주찬,63.987,7.50636,2.50672,2.65488,0.5976,11.583,0.25174,111.592,3,0.225333333,0.071776,0.057642,4.09572,1.15249346,0.13899274,0,0
닭가슴살깻잎볶음,49.5,반찬_볶음_주찬,60.037,7.42986,2.51772,1.57738,0.3926,18.883,0.29674,110.292,3,31.57533333,0.081226,0.077542,1.00422,1.15276646,0.14663924,0,0
카레닭가슴살볶음,66,반찬_볶음_주찬,76.732,7.63586,3.44777,3.88988,0.5716,10.183,0.39564,16.182,3,24.622,0.074596,0.034012,3.06522,1.41033046,0.17077414,0,0
닭가슴살브로콜리볶음,64.5,반찬_볶음_주찬,64.037,7.71986,2.52922,2.43238,0.7276,11.133,0.33524,111.842,3,26.33783333,0.071576,0.076692,5.39422,1.15798546,0.14410374,0,0
닭가슴살가지볶음,70,반찬_볶음_주찬,68.012,7.47486,3.00227,2.47568,0.7526,8.433,0.26424,111.542,3,23.69616667,0.073626,0.080242,1.31272,1.40794596,0.16761914,0,0
닭가슴살부추볶음,69.5,반찬_볶음_주찬,63.887,7.57536,2.54622,2.43338,0.3476,10.233,0.73524,111.992,3,24.13366667,0.092376,0.067792,2.06272,1.15431196,0.13483074,0,0
닭가슴살고구마볶음,73,반찬_볶음_주찬,95.422,7.48836,3.01897,9.12608,0.8536,8.733,0.31124,112.882,3,23.57616667,0.080676,0.060972,2.61912,1.41607396,0.16869794,0,0
닭가슴살애호박볶음,70,반찬_볶음_주찬,68.462,7.46586,3.01127,2.59268,0.6776,8.283,0.25974,111.542,3,26.42116667,0.074076,0.067792,1.77922,1.41027846,0.17418164,0,0
닭가슴살칠리떡볶음,80.2,반찬_볶음_주찬,91.836,7.76636,3.35334,7.31,0.5926,7.506,0.32854,101.434,3,28.54583333,0.077996,0.055132,21.06272,1.17171606,0.1440325,0,0
닭가슴살칠리소스볶음,64.2,반찬_볶음_주찬,69.486,7.35256,3.31294,2.1614,0.3946,6.916,0.29594,76.004,3,25.86333333,0.075376,0.043692,9.41272,1.15534306,0.1412247,0,0
순살닭갈비,74.3,반찬_볶음_주찬,78.023,7.95186,2.43704,5.6501,0.8876,12.737,0.52294,115.83,14.1,23.13266667,0.076516,0.107252,3.98972,1.02297006,0.1348666,0,0
뼈없는 닭갈비,78.3,반찬_볶음_주찬,84.703,7.76146,2.32114,7.7019,0.9036,12.527,0.32784,208.71,3,23.41933333,0.079156,0.100072,3.98072,1.07686706,0.1373496,0,0
치즈닭갈비,80.3,반찬_볶음_주찬,94.213,9.14666,3.18464,6.8632,0.8936,61.497,0.33794,182.22,5.2,12.54016667,0.091436,0.084402,4.19902,1.09815276,0.1468606,0.7315,0
닭갈비,69.3,반찬_볶음_주찬,75.573,8.04706,2.44014,4.8178,0.6906,12.487,0.57894,211.22,14.1,29.3485,0.077546,0.148652,2.39102,1.02211016,0.1342789,0,0
닭볶음탕,68.5,반찬_볶음_주찬,74.581,6.38704,3.25454,5.12094,0.737,9.145,0.50022,95.226,15,27.184,0.08323,0.11288,2.36372,0.02434006,0.00228742,0,0
닭다리살굴소스볶음,65.5,반찬_볶음_주찬,81.897,6.29706,4.52072,3.84198,0.6016,11.893,0.32944,166.622,8.43,23.1545,0.058166,0.044702,3.26872,1.46049086,0.15552674,0.3558,0.2085
두부채소굴소스볶음,78.4,반찬_볶음_주찬,85.424,4.56073,4.1004,7.43753,1.8043,31.945,0.79602,141.15,0.03,27.69616667,0.030028,0.103546,5.38596,2.07609083,0.29044254,0.3558,0.2085
닭살굴소스볶음,76.3,반찬_볶음_주찬,75.531,8.1258,2.66068,5.06818,0.938,10.657,0.56,158.838,14.13,24.14616667,0.07636,0.12131,3.3916,1.1154577,0.13591174,0.3558,0.2085
닭살스테이크볶음,63.5,반찬_볶음_주찬,60.087,7.77836,1.65572,3.46308,0.5996,10.063,0.52494,76.722,14.1,25.31283333,0.073496,0.105052,2.22122,0.60582546,0.07045294,0,0
닭살데리야끼볶음,59.5,반찬_볶음_주찬,58.607,7.88636,1.64672,3.00788,0.5826,8.973,0.50654,115.052,14.1,24.11283333,0.070976,0.134832,2.22122,0.60438546,0.07024294,0,0
닭살버섯불고기,74.5,반찬_볶음_주찬,61.257,8.27436,1.68222,3.87538,0.8426,9.473,0.63204,115.702,14.1,24.11283333,0.081576,0.176682,2.22122,0.61659046,0.07288094,0,0
돈육청경채볶음,64.5,반찬_볶음_주찬,74.287,6.57136,4.54222,1.75588,0.4676,19.033,0.47474,120.692,2.1,9.467,0.174426,0.141892,3.75822,1.35666646,0.15652574,0,0
돼지고기청경채볶음,64.5,반찬_볶음_주찬,69.137,7.78736,3.30172,1.73038,0.4426,18.333,0.30224,112.142,0.3,32.45033333,0.097826,0.099192,3.95122,1.23362746,0.14562174,0,0
돼지고기미나리볶음,64.5,반찬_볶음_주찬,70.937,7.84736,3.32572,2.15188,0.7876,12.033,0.30374,110.342,0.3,35.07533333,0.090626,0.122592,1.72522,1.24831396,0.14949324,0,0
닭살청경채볶음,64.5,반찬_볶음_주찬,63.137,7.77836,2.64172,1.76038,0.4426,20.433,0.51824,117.842,14.1,32.45033333,0.075926,0.108492,3.79522,1.10380546,0.13897674,0,0
닭살브로콜리볶음,64.5,반찬_볶음_주찬,66.437,8.02886,2.65822,2.46238,0.7276,13.233,0.58124,115.742,14.1,26.33783333,0.070676,0.123492,5.39422,1.10745946,0.14198574,0,0
차돌볶음,75.5,반찬_볶음_주찬,157.447,5.66856,13.01072,4.35398,0.7916,10.493,0.63644,161.022,2.73,24.18783333,0.031516,0.069802,4.19472,1.29062786,0.14439374,0.3558,0.2085
닭살숙주볶음,69.5,반찬_볶음_주찬,64.287,7.87636,2.64072,2.01538,0.5176,9.933,0.55924,116.192,14.1,23.87116667,0.079226,0.111242,10.20472,1.10426146,0.13402524,0,0
닭살파프리카볶음,69.5,반찬_볶음_주찬,65.557,7.73686,2.64962,2.46938,0.4326,8.403,0.59324,114.972,14.1,18.29783333,0.071786,0.116882,29.88632,1.10955236,0.13686994,0,0
오이닭살참깨볶음,53.3,반찬_볶음_주찬,43.221,7.34396,0.53939,1.96251,0.1701,6.28,0.16779,109.804,3,1.019583333,0.062425,0.064492,2.25,0.15353755,0.00471965,0,0
닭살피망볶음,66.5,반찬_볶음_주찬,65.337,7.82206,2.63602,2.52378,0.7666,8.243,0.53664,114.702,14.1,21.27116667,0.080966,0.125642,7.29782,1.10589386,0.13518754,0,0
(저염)닭가슴살피망볶음,64.5,반찬_볶음_주찬,62.687,7.41386,2.50572,2.36288,0.5776,6.383,0.28624,110.442,3,9.3545,0.075876,0.071942,9.02772,1.15258196,0.13773874,0,0
닭가슴살피망볶음,63.5,반찬_볶음_주찬,60.627,7.23086,2.50572,2.03208,0.5616,6.283,0.25564,350.752,3,9.3545,0.075096,0.039462,9.02772,1.15258196,0.13773874,0,0
닭가슴살버섯볶음,62.5,반찬_볶음_주찬,61.567,7.63596,2.51962,2.37328,0.7156,5.003,0.31314,111.382,3,13.8445,0.079036,0.086002,0.98982,1.16424806,0.13726274,0,0
닭다리살피망볶음,67.5,반찬_볶음_주찬,77.117,6.37646,4.51962,2.57378,0.6706,8.603,0.39664,122.832,8.4,23.1445,0.063786,0.077402,9.11832,1.45965656,0.15563374,0,0
닭다리살채소볶음,62.5,반찬_볶음_주찬,76.117,6.42246,4.52762,2.23778,0.5456,9.303,0.38164,122.782,8.4,17.47783333,0.056936,0.076152,7.15982,1.46126256,0.15904274,0,0
오리엔탈닭살볶음,73,반찬_볶음_주찬,93.17,7.664,4.437,5.3921,0.573,7.75,0.4541,114.71,14.1,26.35166667,0.06898,0.13358,16.927,1.1924896,0.150232,0,0
닭살채소볶음,77.3,반찬_볶음_주찬,68.147,7.98243,2.654,3.16003,0.9213,10.084,0.54752,115.084,14.1,27.3485,0.078198,0.133926,18.64886,1.11554453,0.14018294,0,0
닭가슴살채소볶음,65,반찬_볶음_주찬,67.522,7.59596,3.01317,2.44608,0.6506,7.203,0.26364,111.022,3,15.54533333,0.071386,0.076152,7.91082,1.41498956,0.17182964,0,0
닭살양배추볶음,69.2,반찬_볶음_주찬,66.994,7.8345,2.63238,2.83878,0.856,14.086,0.4521,115.742,14.1,24.28933333,0.07328,0.10877,3.8285,1.1067795,0.13945724,0,0
닭안심사과볶음,69.2,반찬_볶음_주찬,70.544,7.643,2.62438,3.94378,0.881,9.436,0.4286,114.942,14.1,23.3685,0.06788,0.10432,1.9285,1.106685,0.13439524,0,0
닭안심배추볶음,69.2,반찬_볶음_주찬,63.394,7.7805,2.61838,1.91578,0.426,11.586,0.4861,116.992,14.1,23.08516667,0.09963,0.10722,2.601,1.104118,0.13316624,0,0
당근새우짜장볶음,82,반찬_볶음_주찬,80.55,8.6407,2.4658,5.7086,0.858,38.65,1.2001,179.67,0,48.26666667,0.01408,0.0848,2.151,1.0691221,0.1422717,0,0
대패삼겹볶음,67.5,반찬_볶음_주찬,126.537,4.61586,10.94102,2.37318,0.6026,8.683,0.29924,115.092,5.7,23.09616667,0.162926,0.094842,2.46272,1.13776196,0.09683714,0,0
대패삼겹파채볶음,62.5,반찬_볶음_주찬,126.787,4.51536,10.95402,2.47518,0.3476,9.133,0.36724,116.242,5.7,23.11283333,0.156176,0.092492,2.54472,1.13599496,0.09588214,0,0
돈육간장볶음,51,반찬_볶음_주찬,81.857,6.55829,4.92385,2.49855,0.2093,6.174,0.34813,111.956,1.2,0.06825,0.162571,0.078326,1.48722,1.61580219,0.15036927,0,0
돈육카레볶음,65.5,반찬_볶음_주찬,89.257,6.86536,5.03072,4.24758,0.5766,8.983,0.50914,17.432,1.2,24.63866667,0.171796,0.048162,2.31772,1.47810996,0.15125824,0,0
돈육굴소스볶음,70.1,반찬_볶음_주찬,70.893,7.13023,2.96432,3.72875,0.5783,6.918,0.36612,154.692,0.93,24.47083333,0.273088,0.121216,6.62236,1.16311463,0.1408146,0.3558,0.2085
돈육김치볶음,63.3,반찬_볶음_주찬,146.701,4.5228,13.00608,2.72988,0.32,14.207,0.3378,41.988,5.7,25.4045,0.16611,0.0711,1.917,2.182877,0.23274074,0,0
두부김치볶음,51.7,반찬_볶음_주찬,56.859,3.988,3.56083,1.95018,1.16,32.086,0.6995,23.632,0,2.3435,0.0218,0.07774,0.7,1.7984605,0.25446134,0,0
돼지고기김치볶음,58.3,반찬_볶음_주찬,71.701,7.5188,3.30808,2.53988,0.24,11.207,0.2923,37.138,0.3,25.3795,0.09561,0.07165,1.851,1.2326215,0.13930974,0,0
돈육우엉두루치기,68.6,반찬_볶음_주찬,144.262,4.7179,11.75055,4.9037,1.075,13.451,0.37615,92.441,5.7,25.95683333,0.16169,0.09324,1.5125,1.5710663,0.1623664,0,0
두부두루치기,78.4,반찬_볶음_주찬,126.484,5.93993,9.7618,3.59633,1.3433,25.975,0.68982,86.52,3.8,25.967,0.121408,0.112136,1.68286,2.01792503,0.24722954,0,0
돼지고기두루치기,63.9,반찬_볶음_주찬,138.019,4.46343,11.94485,3.13313,0.6633,8.095,0.27297,90.875,5.7,28.21283333,0.164908,0.084406,1.50986,1.65422853,0.16583654,0,0
돈육두루치기,63.9,반찬_볶음_주찬,138.319,4.43443,11.94735,3.22813,0.5833,8.145,0.28197,91.725,5.7,27.092,0.162608,0.081706,1.88236,1.65188053,0.16458704,0,0
돈육마늘간장볶음,71.3,반찬_볶음_주찬,72.051,7.3811,3.17008,3.40268,0.602,6.047,0.4278,110.558,0.9,3.291166667,0.27308,0.14945,17.8338,1.2490982,0.14393194,0,0
돈육버섯볶음,72.3,반찬_볶음_주찬,68.661,7.5683,3.18898,3.09008,0.991,5.617,0.4946,112.298,0.9,23.03283333,0.27854,0.17204,1.147,1.2632575,0.14519174,0,0
돈육김치불고기,72.5,반찬_볶음_주찬,142.755,4.59275,12.7643,2.634,0.689,13.335,0.43615,66.435,5.7,25.39333333,0.169745,0.08902,2.121,1.896765,0.1107714,0,0
돈육간장불고기,72.3,반찬_볶음_주찬,127.791,4.7878,10.95678,2.94088,0.716,8.167,0.3786,115.588,5.7,23.82533333,0.16249,0.11499,9.815,1.1459665,0.09593014,0,0
돈육불고기,67.3,반찬_볶음_주찬,126.741,4.6548,10.96028,2.76288,0.811,7.567,0.3801,114.738,5.7,24.17116667,0.16334,0.11034,1.5765,1.14836,0.10334564,0,0
돼지고기볶음,55,반찬_볶음_주찬,73.562,7.62336,3.78677,1.82168,0.3476,6.033,0.25524,109.742,0.3,23.04616667,0.089376,0.093292,1.46872,1.48724196,0.17214614,0,0
돼지고기데리야끼소스볶음,57.4,반찬_볶음_주찬,78.454,6.68883,4.5871,2.23893,0.3333,7.075,0.39982,209.03,1.2,23.04616667,0.164678,0.043036,1.62486,1.47684073,0.14897874,0,0
돼지고기양배추볶음,70,반찬_볶음_주찬,78.512,7.87536,3.79877,3.00968,0.7526,12.783,0.29574,110.942,0.3,23.20866667,0.094626,0.098242,4.40272,1.48957446,0.17670314,0,0
돼지고기양파볶음,69.5,반찬_볶음_주찬,73.237,7.76936,3.30072,2.83788,0.6726,8.733,0.28924,111.192,0.3,46.04616667,0.094726,0.097492,2.20772,1.23949896,0.13984874,0,0
돼지고기양송이볶음,73.3,반찬_볶음_주찬,76.218,8.44236,3.34914,3.5227,0.7701,9.872,0.42824,110.235,0.3,23.47808333,0.103806,0.195512,1.02972,1.26737191,0.13964695,0,0
돼지고기양송이버섯볶음,72.3,반찬_볶음_주찬,76.048,8.41876,3.34814,3.4937,0.7381,9.642,0.42184,110.405,0.3,23.02308333,0.102686,0.194032,1.06872,1.26643271,0.13914715,0,0
돼지고기버섯볶음,70,반찬_볶음_주찬,82.812,7.14736,5.12827,2.80368,0.5426,5.283,0.44124,113.142,1.2,0.0545,0.174176,0.130642,1.19172,1.73933896,0.18132414,0,0
돼지고기곤약볶음,64.5,반찬_볶음_주찬,75.537,6.54936,4.58122,1.92588,0.5526,15.183,0.35074,112.192,1.2,0.062833333,0.162226,0.082692,1.50072,1.47288596,0.14858374,0,0
돼지고기깻잎볶음,62.5,반찬_볶음_주찬,80.047,6.97216,4.62372,2.57408,0.7836,31.063,0.50054,112.372,1.2,50.55033333,0.190296,0.111482,2.68212,1.47908626,0.16970514,0,0
돼지고기떡볶음,69.5,반찬_볶음_주찬,99.187,7.14036,4.63072,7.05888,0.5526,10.333,0.40174,138.542,1.2,1.217,0.166326,0.079292,3.92222,1.48724496,0.15367274,0,0
돼지고기오이볶음,74.5,반찬_볶음_주찬,79.387,6.90836,4.59772,2.69738,0.6126,10.183,0.42924,112.842,1.2,0.8795,0.168026,0.085142,4.15122,1.48060596,0.15376224,0,0
돈육양파불고기,62.3,반찬_볶음_주찬,76.763,6.75986,4.40064,2.3237,0.5876,9.307,0.40974,113.29,1.2,24.15766667,0.167076,0.080452,3.16922,1.21392996,0.0305934,0,0
제육짜장볶음,76.5,반찬_볶음_주찬,88.905,6.94905,4.4531,4.9415,0.958,12.085,0.42335,77.065,1.2,48.225,0.171085,0.08072,4.975,1.4231033,0.157502,0,0
돈육짜장채소볶음,76.5,반찬_볶음_주찬,78.905,7.29255,3.0066,5.226,0.848,8.335,0.40835,74.465,0.9,25.29166667,0.276535,0.12937,2.4975,1.1834648,0.146297,0,0
