name,weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
흑미밥(40),40,밥,144.92,2.6076,0.2364,31.6324,0.304,3.28,0.502,3.04,0.286666667,0.10708,0.01736,0,35.692,1.5292
콩밥,55,밥,201.95,5.0105,0.9355,41.3995,1.28,16.5,0.983,4.1,0.2125,0.14265,0.0292,0.1635,375.9335,60.5915
콩밥(30),30,밥,110.28,2.8143,0.5493,22.4547,0.768,9.69,0.5508,2.22,0.1175,0.07869,0.01692,0.0981,225.5601,36.3549
콩밥(40),40,밥,147.04,3.7524,0.7324,29.9396,1.024,12.92,0.7344,2.96,0.156666667,0.10492,0.02256,0.1308,300.7468,48.4732
간장비빔국수,95,면,152.9,3.6824,1.3874,30.4871,1.827,16.76,0.4163,305.58,74.55666667,0.04097,0.0946,2.6202,620.8544,25.6682
감자수제비,78.8,면,174.06,5.9462,0.5414,34.8439,1.956,56.96,0.7398,161.331,15.85583333,0.08664,0.02868,2.9066,226.3553,17.673
게살된장우동,131.5,면,165.81,6.11725,1.19225,31.2574,1.65,88.92,0.7196,453.25,0.511666667,0.10396,0.05892,1.172,370.703,18.2544
국수,109.6,면,220.9,8.7532,5.10403,33.38403,1.878,65.067,1.1856,667.55,83.73100001,0.07523,0.160095,2.4603,470.53835,28.38314
김치우동,140.2,면,160.8,6.4505,1.3485,29.4613,2.001,132.16,1.053,434.054,28.87083334,0.11213,0.07348,3.0505,378.377,19.7025
김치해물칼국수,162.5,면,289.635,11.3611,1.67445,54.4673,2.071,46.91,2.0814,349.09,54.82916667,0.06861,0.09907,3.7987,637.1056,57.9829
깻잎비빔국수,86.2,면,247.808,6.70166,2.39325,47.60954,1.9276,33.662,0.66814,802.552,36.43366667,0.097341,0.088097,3.2862,1080.94766,45.65089
냉콩국+소면,201.5,면,318.215,14.11145,6.1871,49.4851,5.3115,167.68,1.59425,674.65,66.17791667,0.1656,0.281155,5.61135,1549.9137,210.385
단호박수제비,94.5,면,182.615,6.0619,0.66255,36.8443,2.844,55.595,0.74755,76.24,84.62833333,0.088795,0.05058,4.89685,262.85075,31.5456
닭살토마토스파게티,202.5,면,295.455,12.8613,4.27035,52.4894,4.793,46.78,1.5962,456.62,108.5708333,0.15708,0.16251,2.0101,1998.1383,149.8997
닭채소칼국수,192,면,326.56,12.731,3.937,57.4513,3.241,28.1,0.9156,381.31,89.6375,0.12423,0.13308,4.7305,391.957,34.4805
닭칼국수,142,면,304.99,11.8992,3.9051,52.6511,2.089,20.66,0.6975,283.6,54.5175,0.10076,0.08222,1.5452,380.8844,28.4569
두유냉국수,190,면,282,11.7845,4.994,45.2925,2.735,44.6,1.5385,773.45,9.9875,0.12885,0.11855,4.289,723.5875,80.96
들깨수제비,53.8,면,173.635,5.82314,1.53307,32.40028,1.608,55.043,0.70622,74.813,0.386583333,0.077504,0.027037,0.9784,495.82966,339.05731
들깨칼국수,110.8,면,289.284,9.09586,2.85758,54.45468,2.9552,97.118,1.18632,376.434,0.6125,0.06109,0.04957,2.02876,632.22624,1261.7551
맛살우동,191.7,면,155.105,4.66245,1.2667,30.46825,2.0315,37.62,0.7188,299.504,8.185,0.08434,0.04409,0.4778,482.99495,36.3568
매생이수제비,80.3,면,167.877,6.0254,0.8721,33.3133,2.368,63.391,2.4712,124.24,47.81183334,0.07799,0.02914,1.22,233.9827,34.146
메밀국수,107.9,면,104.496,4.9123,0.67523,19.74748,1.407,50.606,1.05399,274.169,6.63025,0.03254,0.073857,2.33955,208.7039,29.3551
메밀소바,102,면,192.32,7.5724,0.691,38.3782,2.402,20.42,1.6185,499.87,12.86166667,0.0735,0.14879,2.5785,292.0268,15.0502
미트볼스파게티,110,면,243.1,7.546,8.0495,35.6055,1.71,18.3,1.116,128.65,14.68333333,0.07845,0.12535,8.838,1101.763,112.3485
바지락칼국수,132,면,270.76,8.334,0.8635,54.7058,2.311,28.25,0.9006,417.16,48.21666667,0.05128,0.09573,2.6895,380.312,28.5895
베이컨치즈스파게티,134.5,면,236.715,9.60745,7.7602,32.49635,1.82,114.11,0.99565,589.72,91.53875001,0.05414,0.19919,5.2921,385.18685,36.1496
볶음쌀국수,151.5,면,245.825,9.6405,4.54815,41.8834,1.385,41.8,0.846,1230.5,83.07916667,0.37975,0.1066,7.071,1105.164,124.3917
볶음우동,129.5,면,163.485,3.2859,3.02955,29.6778,2.423,15.75,0.29345,239.685,48.88083334,0.0908,0.04657,11.2164,1214.4211,31.8429
비빔국수,63,면,176.26,4.6149,1.48305,34.7655,1.224,19.31,0.4491,547.49,4.655,0.061285,0.085205,1.2865,671.5131,20.52485
비빔쌀국수,94.21,면,205.1247,8.89023,1.00651,40.27143,0.369,20.5381,1.02335,1151.5786,0.600266667,0.230971,0.110382,2.2582,4.7047,1.2693
새싹메밀비빔국수,104,면,221.99,7.8801,1.731,43.2132,3.381,28.94,1.6178,501.58,51.06166667,0.09457,0.17178,2.7728,728.6771,34.0557
새우크림스파게티,212.71,면,373.1647,12.70988,18.46571,39.51823,1.7925,161.5281,1.74205,115.3186,196.9152667,0.071731,0.283197,5.4558,1173.6896,148.9288
새우튀김우동,122.5,면,197.575,9.22805,3.8958,29.3772,1.694,67.555,1.76615,218.295,13.44166667,0.086925,0.05775,0.383,1450.6325,152.5843
소고기비빔국수,118.7,면,225.795,8.8907,4.34655,36.5968,2.167,50.65,0.8659,733.114,10.50083333,0.10118,0.2709,3.1352,1401.6945,118.3679
소고기쌀국수,98.2,면,170.01,9.6414,0.8672,30.8805,0.616,16.62,0.5007,870.344,3.650833333,0.20676,0.08386,2.789,5.8747,2.197
수제비,205,면,197.05,7.424,1.9155,35.811,2.23,27.1,0.96,48.1,76.57083334,0.1128,0.1277,2.9605,450.993,25.3065
쌀국수,110,면,226.7,8.841,4.4865,37.887,0.68,20,0.969,994.45,2.529166667,0.22955,0.09515,2.878,60.6005,5.4435
쌀국수볶음,151.5,면,230.225,9.3365,2.84015,42.2174,1.47,41.95,0.783,1226.7,81.83750001,0.29005,0.1156,7.219,845.241,113.7482
알리오올리오스파게티,47,면,181.21,5.77715,3.2318,32.48005,1.7215,40.075,0.8955,41.82,18.17166667,0.03531,0.07692,1.3093,513.21425,59.5431
어묵유부우동,251,면,239.33,9.7,6.6105,34.8459,2.428,91.05,1.6758,390.63,15.55,0.09774,0.08304,0.52,802.823,78.05
어묵우동,119.5,면,152.115,4.10025,1.4769,29.71995,2.0625,23.06,0.3152,188.7,9.069166667,0.08217,0.03066,1.1478,581.74015,46.0295
오리엔탈비빔쌀국수,160,면,246.66,9.2247,4.4113,43.2994,1.566,58.75,1.0508,1139.55,66.43916667,0.33817,0.21509,36.8,1051.1245,37.7859
오색채소비빔면,107.5,면,219.875,6.2365,1.6681,43.681,2.23,32.595,0.72995,675.27,10.26541667,0.080935,0.138135,41.22,730.86785,32.8591
오이비빔국수,50.5,면,153.795,4.36726,0.75631,30.68553,0.9331,10.538,0.37405,558.136,9.552083334,0.047615,0.05572,0.9839,372.99925,16.23835
오징어칼국수,155.1,면,282.685,11.5328,1.1507,53.8936,2.426,67.315,0.9599,446.754,75.23250001,0.06718,0.06988,2.4845,387.5459,31.1063
온메밀국수,93.3,면,97.441,4.00965,0.37238,19.25168,1.268,27.204,0.85069,103.371,3.063833333,0.02683,0.051902,1.426,149.5996,8.1287
우동,238.2,면,253.698,9.6796,10.3619,29.8367,2.384,104.8,2.2316,270.356,12.7305,0.1046,0.10876,0.834,390.799,30.732
유부우동,110.2,면,212.386,7.49606,7.25924,27.6147,1.5826,88.966,1.24114,186.634,0.6925,0.084206,0.030312,0.13022,367.36046,16.9331
잔치국수,72.1,면,189.337,6.352,1.72775,35.3882,1.48,56.816,0.76325,651.176,54.99641667,0.068015,0.07454,1.67385,822.52385,88.0498
짜장면,114.6,면,195.282,7.2735,3.34785,32.6212,2.133,16.241,0.358,656.256,1.5485,0.11399,0.04098,1.2086,1268.4399,128.6931
카레볶음우동,166.5,면,249.675,7.936,6.40265,40.6334,2.865,27.05,1.1965,125.2,72.37083334,0.21225,0.0513,3.899,1388.223,126.6047
칼국수,118.6,면,257.242,7.15005,0.8169,53.0491,2.057,56.236,0.67235,524.421,5.016,0.045285,0.02547,1.90035,375.24645,31.9291
콩국수,200,면,317.9,14.0855,6.185,49.4215,5.295,166.6,1.5545,674.65,65.07916667,0.16515,0.27895,5.406,1549.2345,209.743
크림소스스파게티,120.3,면,239.037,7.1409,10.9555,28.0643,1.341,61.721,0.6313,151.54,62.19683334,0.06782,0.14954,8.1942,779.9544,65.6958
토마토스파게티,228.5,면,307.085,11.4231,5.71755,53.8214,4.766,45.31,1.6839,449.09,39.3625,0.22356,0.20112,42.6077,2259.1336,170.1812
푸실리파스타,218.5,면,306.535,11.7021,5.71705,53.3499,5.116,52.16,1.7119,452.99,103.5291667,0.22806,0.19167,6.9662,2255.3881,169.7792
해물볶음우동,115.6,면,168.492,5.92235,2.2274,29.76945,1.8345,12.761,0.277,332.086,10.05766667,0.08437,0.06073,1.4897,876.39615,82.0393
해물수제비,240,면,223.2,12.333,2.1945,36.563,2.34,49.9,1.7635,146.05,77.69583334,0.1207,0.1902,3.566,452.093,27.9065
해물우동볶음,169,면,188,9.9595,1.6017,32.1459,2.793,33.84,1.8285,275.81,50.83416667,0.09735,0.08365,6.7886,380.6507,21.94
해물칼국수,153,면,294.16,14.8226,1.4032,52.4167,1.871,74.01,1.1474,473.01,27.65833333,0.06171,0.08777,1.6177,377.8962,30.9191
해산물칼국수,159,면,308.29,14.6508,2.4491,53.7962,1.99,42.67,3.1233,363.82,53.1375,0.05351,0.12842,2.5374,889.8809,90.7233
햄크림파스타,248.5,면,302.235,13.0791,6.19355,49.7804,2.891,136.51,1.2829,189.14,64.6375,0.10246,0.36037,43.6872,1223.9636,146.4762
호박감자수제비,135.5,면,203.845,8.7977,0.76005,38.9303,2.84,90.435,3.22575,76.44,28.1925,0.109055,0.08972,5.83035,232.52435,24.7175
호박칼제비,145.5,면,257.295,9.83415,0.9522,50.05335,2.6875,92.74,3.1726,237.54,29.08666667,0.08906,0.08661,3.9985,334.00255,32.5236
가지채소볶음밥,96.2,일품밥,167.1,3.1465,1.1866,34.7816,1.375,12.28,0.6564,72.994,49.45,0.11175,0.06405,1.201,518.865,70.8378
건새우우엉주먹밥,125,일품밥,240.21,12.217,3.0815,39.2177,2.069,632.58,3.2189,676.1,49.50916667,0.13507,0.11977,1.803,943.615,80.219
게살볶음밥,78.2,일품밥,192.244,5.717,2.11828,35.86018,0.251,43.686,0.9111,231.942,37.87266667,0.11023,0.11332,0.3285,706.4585,70.70944
게살비빔밥,142,일품밥,206.72,9.206,2.442,35.5065,1.325,62.03,0.9865,103.41,74.78,0.19945,0.2689,2.4285,946.0715,82.694
게살파인애플볶음밥,166,일품밥,245.55,9.8925,1.4921,46.3321,1.58,63.5,1.1245,104.2,74.80416667,0.2292,0.2774,3.615,530.432,78.6373
겨울나물비빔밥,106,일품밥,172.07,3.8735,1.4134,35.1459,1.5,26.48,0.876,71.61,114.5091667,0.1495,0.06,2.291,537.121,35.3067
고구마짜장밥,156.5,일품밥,310.725,9.153,4.60765,56.5909,2.83,24.85,1.142,844.3,71.18333334,0.2748,0.05005,5.735,1295.2085,131.1267
고구마표고버섯밥,115,일품밥,213.1,3.664,0.309,48.811,1.08,10.9,0.91,7.75,1.2,0.146,0.0993,2.848,16.952,2.196
곤드레나물밥+양념장,61.5,일품밥,213.477,3.82022,0.55023,46.47961,0.0447,6.996,0.79853,126.998,1.072083333,0.130241,0.024064,0.18462,101.98221,1.48955
곤드레무밥+양념장,121,일품밥,193.91,4.443,3.7366,34.7896,0.234,121.13,1.573,149.19,116.3241667,0.27222,0.13441,7.353,715.4961,1287.0524
곤드레주먹밥+양념장,121,일품밥,198.41,4.6045,3.7376,35.8821,0.799,122.53,1.7145,150.99,188.845,0.26387,0.14536,6.8035,724.1921,1287.0879
곤드레콩나물밥+양념장,121,일품밥,201.26,5.8465,4.1811,34.9436,0.584,129.88,1.7445,147.44,116.3825,0.29147,0.15681,5.414,940.1926,1323.8899
과일카레라이스,106,일품밥,253.05,4.634,2.6831,52.4711,1.065,14.05,1.2715,5.35,25.34166667,0.14095,0.0391,2.073,518.673,67.7393
굴소스닭가슴살덮밥,92.3,일품밥,208.421,9.7218,1.66828,36.63088,0.24,8.127,0.7132,203.688,26.21116667,0.15797,0.04953,0.995,646.1673,69.22934
김가루주먹밥,43,일품밥,157.57,3.24025,1.2264,32.4316,0.004,7.855,0.70465,31.145,18.37125,0.104045,0.07112,2.355,416.2125,5.3407
김주먹밥,116,일품밥,186.85,3.9665,2.2545,37.0302,1.619,19.28,0.8559,154.78,109.895,0.12672,0.12877,4.4215,948.322,83.675
김치볶음밥,132,일품밥,187.52,4.437,2.3105,37.0765,1.665,37.43,1.0955,89.81,81.68833334,0.14325,0.1196,8.737,960.4275,84.5305
김치스팸치즈볶음밥,167,일품밥,276.47,9.6735,8.254,39.1885,1.245,161.48,1.067,390.91,98.50500001,0.1673,0.111,8.1485,1285.1165,124.909
김치어묵볶음밥,142,일품밥,264.77,7.355,3.6155,49.058,0.675,42.33,1.134,283.91,18.47583333,0.15295,0.04985,3.4485,1546.459,148.601
김치영양밥,117,일품밥,183.17,4.077,2.2865,36.2165,1.465,28.03,1.0255,54.41,78.17583334,0.14515,0.1012,7.75,946.0025,84.5305
김치참치볶음밥,167,일품밥,258.92,16.574,4.415,36.067,0.78,44.28,4.5435,456.76,14.0425,0.1516,0.0779,4.598,930.0705,79.8595
김치치즈볶음밥,126,일품밥,230.95,7.048,5.4921,36.7481,1.05,148.9,0.8045,239.1,93.10000001,0.1383,0.07695,3.2155,568.3155,102.1843
김치햄볶음밥,126.2,일품밥,185.95,5.224,1.6716,36.6476,1.185,26.58,0.9409,231.744,55.35416667,0.14295,0.08985,8.1005,529.7305,73.0733
깍두기볶음밥,117,일품밥,186.92,3.445,2.245,36.8975,2.34,23.63,0.743,157.56,77.3175,0.1232,0.05055,2.0475,970.852,84.44
깍두기치즈볶음밥,126,일품밥,233.55,7.054,5.4901,37.3761,1.91,144.3,0.7105,292.9,91.63333334,0.1301,0.07755,1.9795,588.2995,105.9383
깐풍돼지고기덮밥,106,일품밥,255.39,10.2009,3.1815,44.3566,0.251,7.64,0.9111,126.54,1.2375,0.22348,0.19104,0.8706,1070.26,77.7098
깻잎누드롤,122.3,일품밥,228.431,7.4973,4.01162,40.08047,1.1445,56.659,1.3411,202.873,115.9123333,0.176555,0.20094,10.18455,1096.7193,62.44386
깻잎볶음밥,108,일품밥,176.36,3.918,1.2671,36.5379,1.961,56.1,0.9531,101.91,145.1958333,0.16043,0.14108,2.5095,532.5865,112.0633
꼬마김밥,71,일품밥,173.445,3.6317,2.286,33.8279,0.457,15.8,0.9967,227.505,88.30458334,0.12046,0.10425,9.9464,932.2473,72.6301
나물비빔밥,152,일품밥,209.7,6.6987,3.6797,37.8753,2.271,53.76,2.0012,166.84,148.6391667,0.17912,0.29396,19.767,1510.9305,113.3957
날치알김치볶음밥,122.1,일품밥,194.92,4.826,2.558,36.7605,1.05,26.27,0.9842,283.007,77.17583334,0.1295,0.04515,3.3515,940.876,78.809
납작김밥,146,일품밥,278.05,8.6495,10.1445,37.0302,1.619,22.58,1.5279,171.58,117.695,0.13242,0.23227,4.6615,1091.791,91.394
다진소고기김치볶음밥,123,일품밥,248.99,6.406,8.4909,35.0144,0.7,30.46,1.314,86.92,60.61,0.1338,0.1117,3.461,1446.936,86.6652
단호박영양밥,79,일품밥,175.21,3.3015,1.2974,36.4736,1.494,10.63,0.7224,148.45,84.30083333,0.10372,0.09377,2.9015,458.2515,22.3407
단호박카레라이스,131,일품밥,264.25,7.871,5.1856,47.2446,1.97,21.85,1.5995,13.45,110.6791667,0.23325,0.0759,5.3545,799.3985,93.4933
달걀버섯볶음밥,121.1,일품밥,204.9,7.4855,3.4811,36.2381,0.975,20.24,1.3917,78.297,40.93333333,0.14835,0.2613,0,866.998,80.7508
달걀볶음밥,78.3,일품밥,197.611,5.8711,3.21388,34.35878,0.235,18.807,1.0532,129.338,58.30366667,0.11694,0.14307,0.3285,870.6586,74.33944
달걀주먹밥,138.2,일품밥,241.39,8.17,6.1469,36.4809,1.21,35.04,1.4639,127.014,129.21,0.1463,0.22935,2.1565,1799.5805,96.3287
달걀채소볶음밥,113.1,일품밥,226.692,7.31694,3.82775,38.7097,0.7218,26.944,1.26723,187.791,95.6395,0.139925,0.1781,1.68139,964.67161,75.71114
닭가슴살굴소스볶음밥,101,일품밥,204.65,9.8325,1.4736,36.1166,0.48,9.75,0.715,250.55,49.2,0.16155,0.05765,1.44,567.9025,68.5808
닭가슴살채소볶음밥,94.3,일품밥,196.171,9.9333,1.66538,33.43138,0.299,7.517,0.7809,160.718,6.458666667,0.16153,0.08573,13.137,645.289,72.46394
닭가슴살파프리카볶음밥,95.8,일품밥,201.976,10.01035,2.17238,33.68068,0.177,7.797,0.85935,161.588,6.44825,0.16191,0.08989,19.69985,899.1603,103.74959
닭가지볶음밥,98.8,일품밥,193.856,7.815,2.07203,34.32748,0.87,10.877,0.7534,109.778,36.13866667,0.14826,0.08866,0.9191,887.7882,102.71504
닭갈비덮밥,115.1,일품밥,224.707,10.3249,1.6082,40.5066,0.76,16.211,0.9964,208.466,38.55516667,0.16637,0.10329,3.1665,518.1267,70.4618
닭고기카레라이스,96.1,일품밥,226.647,9.6533,2.8722,39.8964,0.51,13.431,1.2015,15.896,27.19433333,0.16446,0.03807,1.496,555.261,67.9688
닭살데리야끼덮밥,123,일품밥,224.59,8.3009,1.4917,42.7699,1.138,15.08,0.964,135.26,81.905,0.16035,0.0764,2.0955,525.675,73.5748
닭살옥수수볶음밥,124,일품밥,211.27,8.2392,1.5841,39.4725,1.17,13.76,0.9338,186.69,60.25916667,0.15022,0.10674,2.5405,560.9029,76.5188
닭살짜장밥,103.1,일품밥,251.927,10.5142,2.1631,45.7279,1.275,17.011,1.0773,843.736,13.02766667,0.16136,0.06797,1.5005,690.1796,83.6497
닭살채소볶음밥,126.2,일품밥,206.95,9.367,1.5436,37.3236,1.435,14.33,1.0039,87.844,61.25,0.16865,0.08575,3.7525,522.2465,73.4413
닭살채소주먹밥,112.2,일품밥,201.27,6.8665,2.3975,36.561,1.3,13.21,0.8824,82.154,56.55916667,0.14565,0.0641,3.227,938.0255,78.69
닭살카레감자밥+양념장,143,일품밥,244.68,10.096,3.9799,40.8692,1.666,21.31,1.4031,116.73,64.27333334,0.17863,0.12868,5.3325,1357.025,84.2592
닭살카레라이스,146,일품밥,261.7,10.9745,3.7356,46.4026,1.52,24.75,1.7785,20.8,63.59583334,0.1884,0.1013,4.0465,523.1165,73.4893
닭살카레밥+양념장,146,일품밥,223.64,10.047,1.9971,40.3009,1.746,22.25,1.3456,117.61,88.37166667,0.17813,0.13223,4.882,529.5315,76.0243
닭살카레볶음밥,149,일품밥,239.43,10.351,2.7246,42.9301,1.785,22.15,1.447,21.95,86.61333334,0.18375,0.1014,4.353,528.045,76.0718
닭살토마토소스덮밥,198,일품밥,260.56,10.8016,3.365,46.2376,3.476,38.21,1.5244,461.74,110.8041667,0.22226,0.16027,2.1287,1405.0916,94.2463
닭살파프리카볶음밥,92.3,일품밥,195.341,9.8519,1.67238,33.30988,0.299,6.977,0.7475,112.438,7.1295,0.15919,0.07581,14.342,650.6442,73.83024
닭살하이라이스,124,일품밥,232.62,7.9865,2.3466,44.0331,1.615,20.05,1.2225,341.38,76.94583334,0.15635,0.0617,3.731,585.0485,72.5318
닭영양밥,115,일품밥,207.6,10.464,0.653,38.675,0.85,11.8,1.071,24.45,60.46666667,0.1802,0.1171,2.065,13.407,1.523
대파달걀볶음밥,78.3,일품밥,189.641,5.4713,2.85188,33.71748,0.331,17.667,1.0316,126.288,52.63783333,0.11694,0.14714,0.506,818.2555,74.37894
돼지고기굴소스덮밥,115.1,일품밥,246.007,9.0589,4.5632,40.4766,0.76,14.711,0.8614,205.766,26.55516667,0.30497,0.06789,3.5025,1006.6827,91.4828
돼지고기굴소스볶음밥,101,일품밥,228.35,8.8755,4.5576,36.1166,0.48,10.35,0.826,251.75,48.3,0.29925,0.06905,1.776,1005.9325,87.4838
돼지고기안심굴소스볶음밥,169,일품밥,223.72,10.5027,2.1801,39.487,2.12,27.61,1.0468,160.29,55.27583334,0.38997,0.15849,7.8725,671.0969,94.8413
돼지고기김치볶음밥,132.3,일품밥,227.367,8.2523,5.0446,35.5818,1.05,25.991,0.9864,133.15,78.93683334,0.29211,0.06687,3.4815,1348.006,96.3265
돼지고기김치비빔밥,127,일품밥,210.82,7.341,4.1785,35.5075,1.01,29.08,1.016,58.66,6.000833334,0.24305,0.09215,2.81,1317.5255,104.584
돼지고기버섯카레라이스,141,일품밥,271,8.377,3.8686,50.6461,1.48,19.2,1.6115,18.55,50.41666667,0.2331,0.1445,4.9695,665.3275,74.8648
돼지고기볶음밥,104,일품밥,224.57,8.8522,4.5571,35.264,0.58,9.06,0.8018,157.59,28.40916667,0.29962,0.06834,11.348,1007.7179,92.0033
돼지고기양배추덮밥,135,일품밥,235.21,7.4491,3.4621,42.3248,1.515,21.78,0.8524,202.77,52.31083334,0.24971,0.07687,5.964,851.8692,94.4713
돼지고기잡채덮밥,92.4,일품밥,207.098,9.10376,1.35069,38.04751,0.5661,14.161,1.07599,78.78,35.37225,0.179635,0.092152,3.7608,217.83465,7.37715
돼지고기짜장밥,103.1,일품밥,256.927,10.5217,2.7131,45.7029,1.275,15.261,0.8973,838.986,1.527666667,0.17961,0.06022,1.6305,798.3646,89.1872
돼지고기채소덮밥,115.1,일품밥,246.007,9.0589,4.5632,40.4766,0.76,14.711,0.8614,205.766,26.55516667,0.30497,0.06789,3.5025,1006.6827,91.4828
돼지고기채소볶음밥,94,일품밥,205.67,6.9812,3.4381,35.2825,0.64,7.81,0.7458,152.84,27.70083334,0.23357,0.07159,10.942,848.6049,84.9483
돼지고기카레라이스,116,일품밥,237.25,7.22,4.3346,42.1176,1.19,17.7,1.2955,13.45,50.98333334,0.22505,0.0517,3.2395,765.3135,81.6723
돼지고기카레볶음밥,95.3,일품밥,222.001,9.7431,3.00008,37.74438,0.567,11.097,1.0321,157.938,24.167,0.17831,0.11594,1.7446,705.1658,72.80944
돼지불고기덮밥,92.5,일품밥,204.935,9.78717,2.40865,34.14979,0.4527,10.035,0.90163,162.407,33.92916667,0.36198,0.164624,0.8668,774.16795,75.56086
두부굴소스볶음밥,116,일품밥,201.09,5.9461,2.5787,37.1106,1.827,29.74,1.0879,144.95,58.72333334,0.11726,0.09728,1.7109,1237.9498,189.5023
두부베이컨볶음밥,133,일품밥,232.97,8.7327,4.3855,38.0999,1.88,33.51,1.2473,242.64,49.70916667,0.15297,0.12144,10.638,1126.7964,160.646
두부짜장밥,191,일품밥,314.25,12.9985,5.9526,50.5811,3.845,50.3,1.7125,845.45,116.4916667,0.2798,0.123,5.0765,1994.901,252.9238
두부카레라이스,131,일품밥,272.25,9.557,5.9816,45.2686,1.55,32.25,1.8355,13.65,49.5125,0.23365,0.0845,2.9285,1240.9165,154.8113
마파두부덮밥,98.6,일품밥,234.102,8.5124,5.08555,36.825,1.069,26.701,1.2985,171.646,8.06725,0.224915,0.140655,0.2961,1520.95685,202.2046
마파두부밥,103.3,일품밥,255.277,8.78072,2.71795,46.74761,1.1561,24.797,1.28832,199.964,3.52825,0.132646,0.145112,0.4166,1150.44,123.20293
마파배추덮밥,167,일품밥,238.54,8.1164,3.48,42.4367,2.159,38.1,1.3503,192.78,74.7,0.23595,0.14445,7.9189,1288.3038,172.7988
멸치볶음밥,69.3,일품밥,186.271,7.3273,1.83138,33.32688,0.344,69.067,0.7479,412.668,24.292,0.10238,0.07503,0.6225,602.3155,73.00944
멸치주먹밥,73.3,일품밥,201.187,7.0598,3.625,33.2127,0.53,69.871,0.7289,337.86,46.96266667,0.10041,0.02797,1.672,1353.905,81.9807
멸치파래주먹밥,116,일품밥,213.5,7.7487,3.6036,37.3723,1.171,83.37,1.4269,311.76,9.539166667,0.12124,0.11841,35.91,1365.9518,97.6418
미나리불고기덮밥,114,일품밥,231.43,5.6526,5.165,39.3615,1.433,22.32,1.0119,16.94,53.03166667,0.11131,0.10116,4.7281,606.3041,85.0113
미니김밥,135.2,일품밥,228.516,10.8341,4.9431,34.09528,1.0096,66.71,1.77806,216.306,138.8933333,0.142918,0.350748,6.1016,1066.9212,80.9242
미역국밥,70,일품밥,222.08,8.0174,5.9966,33.5474,1.424,48.84,1.2615,318.51,23.75916667,0.09425,0.07399,0.2325,498.8207,29.5991
밥새우주먹밥,67.1,일품밥,193.482,8.2698,2.25865,33.1191,0.24,412.846,2.19825,522.911,23.91141667,0.11371,0.02272,8.545,720.39525,68.69015
방울토마토새우볶음밥,126.3,일품밥,83.5,7.543,2.7316,7.3236,1.89,37.12,1.2146,185.891,98.14583334,0.04565,0.1632,7.686,765.4625,75.6803
백김치볶음밥,133,일품밥,192.74,3.4495,3.2149,36.2779,1.91,25.51,0.767,145.82,74.335,0.11775,0.0509,7.844,1364.987,92.1707
버섯덮밥,127,일품밥,195.7,4.3328,1.2555,42.5099,2.173,14.13,1.0007,147.23,37.11583334,0.14628,0.15395,3.8581,560.795,78.8343
버섯영양밥+양념장,99,일품밥,167.81,4.469,1.2549,35.3596,0.659,9.33,1.0349,149.85,3.805,0.12777,0.19477,0.6845,436.9125,7.4807
베이컨김치볶음밥,135.2,일품밥,235.166,5.9367,3.2782,44.7677,1.225,32.786,1.1775,119.07,65.9775,0.16836,0.08198,29.1122,692.4503,67.5938
베이컨주먹밥,101,일품밥,215.3,6.3205,4.6261,35.7476,1.03,14.1,0.776,137.2,49.625,0.1505,0.0583,17.5135,891.9435,100.4158
베이컨채소볶음밥,103,일품밥,200.47,5.3792,2.779,37.1764,0.85,10.16,0.7423,242.14,51.4925,0.13922,0.07034,30.268,299.7159,26.0275
베이컨파래볶음밥,124.5,일품밥,205.98,5.7676,3.8,36.404,1.293,21.27,1.5599,295.975,42.2775,0.19796,0.08316,37.7016,806.9936,97.0543
봄나물덮밥,120.5,일품밥,196.465,4.672,2.85475,37.6422,2.024,91.125,3.18015,148.59,101.8229167,0.18192,0.31447,33.225,1098.12875,99.92425
봄나물비빔밥,65,일품밥,164.98,3.3547,1.213,33.8995,0.771,28.005,1.23705,148.96,45.11791667,0.10334,0.10843,3.5202,475.93565,60.59935
불고기주먹밥,98.2,일품밥,174.664,5.6053,0.53198,36.09178,0.686,10.006,0.7383,60.692,47.381,0.12982,0.10013,1.4801,97.0848,3.25164
불고기채소비빔밥,172.5,일품밥,272.085,8.55885,9.20445,37.8366,2.676,55.865,1.88205,67.74,129.93875,0.14735,0.23714,8.5465,591.53445,24.79565
브로콜리볶음밥,114,일품밥,208.27,6.6467,3.0616,37.0965,1.18,29.06,1.2268,177.39,85.70083334,0.12887,0.18034,6.9015,799.3784,86.1903
브로콜리채소볶음밥,77.2,일품밥,166.69,3.3955,1.30684,34.20168,0.9848,13.883,0.73743,34.334,37.06883334,0.104864,0.052934,6.51025,562.68105,79.53392
뿌리채소영양밥,139,일품밥,190.81,4.07,1.2319,39.8701,2.314,30.18,0.9364,155.35,92.20916667,0.13002,0.10582,4.1345,450.5845,11.8607
살코기납작김밥,148,일품밥,296.48,8.6495,12.1444,37.0288,1.619,24.4,1.6718,171.78,117.8333333,0.13242,0.23343,4.6615,1068.0034,1946.9266
삼색나물비빔밥,137,일품밥,205.05,6.5457,3.6602,36.8208,1.806,50.16,1.9592,163.39,79.68916668,0.17357,0.28466,19.314,1498.4775,112.2107
