name,Energy,Carbohydrate,Fat,Saturated Fatty acid,Trans fatty acid,Protein,Total Dietary Fiber,Calcium,Iron,Sodium,Phosphorus,Vitamin A,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),group,rice_group,soup_group,main_group,sub_group,kimch_group,snack_group,dairy_group
김치치즈죽,142.45,25.127,2.28,1.446,0,0.7951,0,74.3,0.519,130,117.65,11.57916667,1.057,0,0,0,0,0,0,0,0,0
김칫국,28.55,0.7692,2.1282,0.3294,0,0.055936,0.032,51.84,0.3816,78.4,40.97,3.974166667,1.121,0.0256,3,0,1,0,0,0,0,0
깍두기,9.5,1.885,0.0475,0.01,0,0.089375,1.075,10.25,0.0825,125.25,6.25,4.020833333,0.205,0,6,0,0,0,0,1,0,0
깍두기볶음밥,228.19,39.5586,5.1571,0.7476,0,3.8588,1.72,19.46,0.607,204.02,37.28,6.451666667,0.328,0,2,1,0,0,0,0,0,0
깐쇼새우,99.02,5.4948,4.6855,0.5874,0,2.706048,0.452,20.72,2.1996,165.08,101.36,16.69333333,1.3026,0,4,0,0,1,0,0,0,0
깨죽,136.35,25.1725,2.326,0.303,0,0.628125,1.12,59.4,0.68,2.4,63.4,0.270833333,0,0,0,0,0,0,0,0,0,0
깻잎국,25.45,3.292,0.401,0.066,0,0.240086,1.342,106.99,1.0136,293.65,61.52,126.5616667,1.205,0.0256,3,0,1,0,0,0,0,0
깻잎나물,27.45,1.6671,2.0668,0.314,0,0.10401,0.871,45.76,0.3541,96.13,17.33,94.58083333,0.4095,0,5,0,0,0,1,0,0,0
깻잎달걀말이,84.88,3.9764,5.0124,1.3376,0,2.065772,1.138,60.06,1.171,55.1,95.04,169.285,2.2582,8.36,4,0,0,1,0,0,0,0
깻잎동태포전,77.25,5.1052,2.9737,0.5754,0,1.62585,0.705,50.05,0.4675,76.25,91.7,79.34166667,0.2815,2.09,4,0,0,1,0,0,0,0
깻잎된장찌개,39.34,2.8335,1.295,0.1966,0,0.536624,1.435,103.01,1.1897,293.5,85.67,94.5625,0.4095,0.0256,3,0,1,0,0,0,0,0
깻잎볶음밥,214.6,40.9403,3.2033,0.4706,0,3.82135,1.945,55,0.8405,6.35,54.95,145.0625,2.5095,0,2,1,0,0,0,0,0,0
깻잎순나물,27.45,1.6671,2.0668,0.314,0,0.10401,0.871,45.76,0.3541,96.13,17.33,94.58083333,0.4095,0,5,0,0,0,1,0,0,0
깻잎순멸치볶음,58.61,2.209,3.3461,0.5717,0,0.500076,1.156,259.01,1.3921,286.18,169.85,126.1125,0.546,0.3304,5,0,0,0,1,0,0,0
깻잎순조림,31.32,2.6667,2.0669,0.3141,0,0.10401,0.871,45.8,0.3554,96.14,17.33,94.58083333,0.4095,0,5,0,0,0,1,0,0,0
깻잎지,34.25,2.9643,2.2376,0.3444,0,0.110018,1.647,48.78,0.5049,96.39,25.03,108.3175,0.6833,0,5,0,0,0,1,0,0,0
깻잎참치전,105.75,5.1652,4.2637,0.5754,0,2.80485,0.705,41.95,2.8075,253.25,81.2,76.64166667,0.2815,2.09,4,0,0,1,0,0,0,0
꼬마김밥,305.27,43.4524,9.0169,2.0299,0,7.04168,1.77,60.39,2.0085,278.5,178.59,256.0625,16.087,10.45,2,1,0,0,0,0,0,0
꼬마새송이버섯볶음,30.2,3.4817,2.0467,0.3074,0,0.302025,1.28,4.05,0.158,3.4,37.05,23.00833333,1.033,0,5,0,0,0,1,0,0,0
꽃게된장국,57.86,2.7665,1.1895,0.1834,0,2.871212,0.807,71.03,0.9524,418.1,97.4,2.778333333,1.85,0,3,0,1,0,0,0,0,0
꽃게탕,62.36,3.7745,1.2165,0.1924,0,3.003512,0.987,77.93,1.0064,419.9,108.5,2.878333333,4.052,0,3,0,1,0,0,0,0,0
꽈배기,242.4,28.32,12.24,0,0,2.844,1.26,19.2,5.58,258.6,81.6,15.55,0,0,7,0,0,0,0,0,1,0
나박 김치,1.75,0.3175,0.0175,0.005,0,0.02125,0.3,3,0.025,105.25,3,3.770833333,0.875,0,6,0,0,0,0,1,0,0
낙지연포탕,72.1,2.916,1.4605,0.321,0,3.8307,1.28,136.55,1.852,350.1,218.95,1.220833333,1.8665,0.064,3,0,1,0,0,0,0,0
낙지채소볶음,47.3,1.8415,2.1537,0.3535,0,1.620462,0.474,13.77,0.6192,264.91,68.05,23.70083333,1.1395,0,4,0,0,1,0,0,0,0
낙지콩나물볶음,50.25,1.8415,2.1752,0.3615,0,2.107587,0.474,15.07,0.6932,288.86,76.35,23.70083333,1.1395,0,4,0,0,1,0,0,0,0
날치알김치볶음밥,206.47,36.9996,3.4571,0.4389,0,3.593,0,17.43,0.7775,245.46,48.24,4.6925,1.55,0,2,1,0,0,0,0,0,0
날치알달걀말이,89.78,3.9174,5.1824,1.3236,0,2.123172,0.568,31.86,1.1,185.5,96.94,106.2433333,2.0852,8.36,4,0,0,1,0,0,0,0
납작김밥,336.69,41.7662,14.0725,4.1431,0,5.214415,1.619,22.84,1.4829,172,108.4,117.58,4.6615,0,2,1,0,0,0,0,0,0
냉이된장찌개,40.49,3.112,1.274,0.1916,0,0.605474,1.64,97.21,3.5512,294.35,91.22,15.65,4.858,0.0256,3,0,1,0,0,0,0,0
냉이무침,42.24,5.1125,2.207,0.3363,0,0.106709,1.72,33.23,2.168,98.18,27.54,47.01083333,3.7945,0,5,0,0,0,1,0,0,0
냉이전,77.25,8.3075,3.2434,0.7186,0,0.711266,1.779,66.89,4.2931,21.22,61.67,43.875,7.2989,3.135,5,0,0,0,1,0,0,0
냉이콩나물된장국,45.64,3.469,1.5325,0.2396,0,0.717049,1.695,97.16,3.0232,294.3,103.72,11.8375,4.0035,0.0256,3,0,1,0,0,0,0,0
냉잇국,40.49,3.112,1.274,0.1916,0,0.605474,1.64,97.21,3.5512,294.35,91.22,15.65,4.858,0.0256,3,0,1,0,0,0,0,0
너비아니구이,151.58,5.0394,10.9959,3.7891,0,1.682232,0.688,19.26,1.119,23.7,84.29,16.80583333,0.9532,1.045,4,0,0,1,0,0,0,0
너비아니샐러드,178.04,10.8747,11.0672,3.8019,0,1.788757,1.458,34.83,1.3584,265.63,111.89,19.085,6.2377,1.045,4,0,0,1,0,0,0,0
너비아니채소볶음,158.53,6.7269,11.0104,3.7926,0,1.741782,1.183,23.46,1.173,25.45,91.79,39.8225,2.2802,1.045,4,0,0,1,0,0,0,0
너비아비조림,154.71,5.5252,11.0015,3.7897,0,1.690467,0.712,20.87,1.2029,167.51,90.62,16.82416667,0.9532,1.045,4,0,0,1,0,0,0,0
노각나물,21.49,0.6013,2.0023,0.2965,0,0.145775,0.525,7.61,0.0985,674.01,10.73,0.018333333,0.287,0,5,0,0,0,1,0,0,0
노각무침,36.48,6.2081,1.2034,0.1866,0,0.174066,2.031,15.69,0.3059,341.98,28.11,82.72916667,2.1488,0,5,0,0,0,1,0,0,0
녹두전,96.11,9.1558,4.2893,0.8671,0,0.47856,2.66,13.67,0.649,5.49,74.48,5.166666667,1.6715,0.082,5,0,0,0,1,0,0,0
녹두죽,179.3,35.88,0.424,0.11,0,1.5564,4.48,22.1,1.212,2.6,114.3,4.15,1.058,0,0,0,0,0,0,0,0,0
누룽지죽,106.4,23.24,0.07,0,0,1.47,0,1.4,0.28,2.1,16.1,0,0,0,0,0,0,0,0,0,0,0
누룽지치즈죽,136.2,23.857,2.2,1.446,0,1.6576,0,64,0.289,94.9,101.8,7.966666667,0.007,0,0,0,0,0,0,0,0,0
느타리배춧국,23.25,3.524,0.317,0.044,0,0.267886,0.962,56.49,0.9136,298.15,71.12,0.603333333,3.785,0.0256,3,0,1,0,0,0,0,0
느타리버섯김무침,18.42,2.4972,1.0669,0.1555,0,0.24909,1.156,3.93,0.3541,98.7,42.12,12.16166667,1.759,0,5,0,0,0,1,0,0,0
느타리버섯나물,16.63,2.1322,1.0199,0.1555,0,0.24486,1.156,0.93,0.2481,96.12,35.09,0.009166667,0.189,0,5,0,0,0,1,0,0,0
느타리버섯맑은국,29.8,2.6855,0.8225,0.148,0,0.370961,1.267,53.09,0.7061,283.1,86.87,0.461666667,0.197,0.0256,3,0,1,0,0,0,0,0
느타리버섯무침,16.63,2.1322,1.0199,0.1555,0,0.24486,1.156,0.93,0.2481,96.12,35.09,0.009166667,0.189,0,5,0,0,0,1,0,0,0
느타리버섯볶음,23.7,1.8132,2.0102,0.3014,0,0.2412,1.14,0,0.198,0.3,31.2,0,0.189,0,5,0,0,0,1,0,0,0
느타리버섯양파볶음,29.1,3.1492,2.0182,0.3034,0,0.2792,1.48,3,0.238,0.9,36.6,0.033333333,1.365,0,5,0,0,0,1,0,0,0
느타리버섯채소볶음,32.2,3.8522,2.0312,0.3064,0,0.2894,1.79,5.4,0.266,3.2,40.8,46,1.667,0,5,0,0,0,1,0,0,0
느타리버섯채소전,98,14.0055,3.8121,0.7279,0,0.474431,2.596,13.96,0.6124,17.38,73.43,59.99166667,4.0226,2.09,5,0,0,0,1,0,0,0
느타리파프리카볶음,31.4,3.7182,2.0392,0.3094,0,0.2675,1.6,2.8,0.285,0.6,39.2,4.058333333,21.012,0,5,0,0,0,1,0,0,0
늙은호박국,19.74,3.397,0.1375,0.0456,0,0.117049,0.685,48.46,0.4162,44.05,54.07,9.345833333,1.402,0.0256,3,0,1,0,0,0,0,0
늙은호박죽,121.2,26.796,0.138,0.006,0,0.4077,0.42,5.55,0.645,1.65,52.5,9.85,0.411,0,0,0,0,0,0,0,0,0
다슬기아욱국,40.9,2.878,0.6995,0.103,0,0.566975,0.9,191.1,1.242,365.95,114.75,65,8.242,0.064,3,0,1,0,0,0,0,0
다시마감자국,40.1,3.742,2.1472,0.1956,0,0.129586,0.572,60.99,0.8452,55.29,48.59,10.235,4.273,0.0256,3,0,1,0,0,0,0,0
다시마감자채전,82.07,8.3233,4.1168,0.8376,0,0.78636,1.35,18.48,0.704,24.65,46.53,24.27,6.095,3.135,5,0,0,0,1,0,0,0
다시마맑은국,7.7,0.516,0.132,0.037,0,0.035436,0.032,52.54,0.5016,51.1,37.42,6.911666667,1.471,0.0256,3,0,1,0,0,0,0,0
다시마무국,7.7,0.516,0.132,0.037,0,0.035436,0.032,52.54,0.5016,51.1,37.42,6.911666667,1.471,0.0256,3,0,1,0,0,0,0,0
다시마새우젓국,29.85,2.1668,2.0438,0.2954,0,0.074962,0.202,43.29,0.8314,11.87,14.93,10.17166667,2.759,0,3,0,1,0,0,0,0,0
다시마양파국,32.1,2.062,2.1472,0.1916,0,0.087186,0.372,62.19,0.7692,55.69,47.39,10.26833333,3.347,0.0256,3,0,1,0,0,0,0,0
다시마채국,7.7,0.516,0.132,0.037,0,0.035436,0.032,52.54,0.5016,51.1,37.42,6.911666667,1.471,0.0256,3,0,1,0,0,0,0,0
다시마채무침,15.25,1.677,1.0587,0.1473,0,0.103352,0.038,33.27,0.8231,118.32,11.65,20.82416667,4.4738,0,5,0,0,0,1,0,0,0
다시마흰살생선죽,150.34,24.3028,2.2818,0.293,0,2.018,0,27.66,0.725,73.22,90.38,9.268333333,1.4,0,0,0,0,0,0,0,0,0
다진돼지고기김치전,105.4,2.4087,6.6017,1.7069,0,2.04435,0.615,25.7,0.683,64.15,100.45,42.2125,2.125,2.336,4,0,0,1,0,0,0,0
다진쇠고기김치볶음밥,298.99,38.3026,11.7361,3.4391,0,4.829625,0,31.41,1.355,110.42,79.63,15.885,3,0,2,1,0,0,0,0,0,0
단무지무침,3.6,0.726,0.015,0.006,0,0.0324,0.63,6.3,0.048,191.1,2.4,0,5.526,0,6,0,0,0,0,1,0,0
단배추나물,26.75,1.5568,2.0226,0.3008,0,0.158377,0.921,69.55,0.2699,162.71,23.29,45,7.9178,0,5,0,0,0,1,0,0,0
단배추된장국,16.85,1.541,0.317,0.042,0,0.128436,0.657,93.79,0.7066,306.65,53.72,31.545,5.531,0.0256,3,0,1,0,0,0,0,0
단배추된장무침,27.77,1.5106,2.1336,0.3008,0,0.160132,0.897,71.23,0.431,168.95,23.2,45,7.9178,0,5,0,0,0,1,0,0,0
단배추멸치조림,40.07,1.5641,2.2986,0.3663,0,0.284357,0.897,195.53,1.031,287.8,116.55,45.0125,7.9178,0.2065,5,0,0,0,1,0,0,0
단배추물김치,4.2,0.834,0.024,0.006,0,0.1098,0.75,57,0.114,16.2,13.8,37.3,6.552,0,6,0,0,0,0,1,0,0
단배추시래기찜,43.92,2.3681,2.3691,0.3778,0,0.331507,1.652,176.33,1.428,303.45,106.95,59.83333333,1.3658,0.2065,5,0,0,0,1,0,0,0
단팥죽,160.15,31.34,0.4125,0.075,0,1.665375,4.475,16.8,1.7025,1.1,128.45,0,1.1425,0,0,0,0,0,0,0,0,0
단호박견과류샐러드,113.55,10.0532,6.8075,2.6032,0,0.559284,2.283,110.84,0.4345,145.13,172.66,103.7883333,3.661,0,5,0,0,0,1,0,0,0
단호박견과류조림,65.23,5.5154,4.5819,0.5757,0,0.134244,2.074,14.27,0.3991,100.4,42.35,91.83083333,3.639,0,5,0,0,0,1,0,0,0
단호박김칫국,24.35,4.15,0.276,0.062,0,0.113036,1.202,55.74,0.4736,78.7,51.07,65.1575,4.135,0.0256,3,0,1,0,0,0,0,0
단호박달걀찜,84.15,4.9215,4.4635,2.239,0,1.350775,1.04,81.3,0.67,132.1,153.85,98.68333333,22.0615,6.27,4,0,0,1,0,0,0,0
단호박돼지고기조림,61.76,2.7089,2.8768,0.6035,0,1.42954,0.782,4.41,0.3492,203.14,66.08,46.64333333,1.8845,0.05,4,0,0,1,0,0,0,0
단호박된장국,60.64,8.1715,1.3945,0.2116,0,0.577249,2.49,65.21,1.1102,293.95,91.47,76.48333333,5.491,0.0256,3,0,1,0,0,0,0,0
단호박맑은국,24.8,4.5055,0.2805,0.0685,0,0.120186,1.537,47.49,0.3816,44.05,48.42,76.945,3.9855,0.0256,3,0,1,0,0,0,0,0
단호박무국,26.39,4.8195,0.2965,0.0746,0,0.126224,1.59,50.91,0.4232,44.8,53.52,77.67916667,4.899,0.0256,3,0,1,0,0,0,0,0
단호박새우젓국,42.3,4.9443,2.1763,0.3254,0,0.124587,1.452,30.84,0.5614,0.62,20.73,76.955,3.6915,0,3,0,1,0,0,0,0,0
단호박샐러드,76.65,8.959,3.4165,2.21,0,0.5358,1.725,101.1,0.1935,140.55,145.3,103.7166667,3.661,0,5,0,0,0,1,0,0,0
단호박수제비,248.76,46.2275,1.271,0.2544,0,3.140562,3.332,149.53,3.3454,360.65,177.9,86.87833333,5.6585,0.064,2,1,0,0,0,0,0,0
단호박찜닭,109.47,10.5844,4.3783,0.1919,0,1.878168,2.48,13.95,0.6481,213.82,84.45,113.2158333,6.7241,0,4,0,0,1,0,0,0,0
단호박찹쌀죽,111.35,24.564,0.295,0.036,0,0.5696,1.5,4.6,0.658,0.75,48.85,91.75,3.639,0,0,0,0,0,0,0,0,0
단호박채소전,109.7,16.2945,3.9831,0.7549,0,0.340331,2.956,17.56,0.5224,17.08,53.33,151.7416667,7.4726,2.09,5,0,0,0,1,0,0,0
단호박카레라이스,294.1,49.6363,7.0843,1.0086,0,4.090125,1.72,20.55,1.4815,13.4,90.15,95.25416667,4.748,0.123,2,1,0,0,0,0,0,0
단호박크림스프,111.57,12.4447,5.1148,3.1635,0,3.154236,1.14,118.22,0.1711,36.7,98.28,111.3783333,3.5,0,0,0,0,0,0,0,0,0
달걀감자국,49.8,4.462,1.598,0.556,0,0.611936,0.742,55.94,0.7576,70.3,82.62,27.67833333,2.761,4.2056,3,0,1,0,0,0,0,0
달걀국,50.69,1.931,2.3315,0.8081,0,1.157274,0.25,60.06,0.8462,83.2,96.02,41.97083333,0.7655,6.2956,3,0,1,0,0,0,0,0
달걀당근죽,174.24,26.2818,4.3488,1.067,0,1.7364,0.62,23.36,1.021,46.62,93.78,132.8516667,0.604,6.27,0,0,0,0,0,0,0,0
달걀덮밥,261.8,40.8598,6.0848,1.4786,0,5.69385,1.055,32.3,1.3345,58.45,118.65,106.075,2.0055,8.36,2,1,0,0,0,0,0,0
달걀말이,80.18,3.0874,4.9624,1.3236,0,2.021172,0.568,30.46,0.98,55,86.74,106.2433333,1.9852,8.36,4,0,0,1,0,0,0,0
달걀볶음밥,243.59,38.1499,5.7088,1.3488,0,4.863744,0.67,25.66,1.1972,51.3,101.84,98.64666667,16.774,7.315,2,1,0,0,0,0,0,0
달걀부추국,50.14,1.638,2.365,0.8036,0,1.183824,0,61.56,1.2952,83.35,95.27,41.8875,0.75,6.2956,3,0,1,0,0,0,0,0
달걀부추죽,157.74,25.1498,3.6308,0.805,0,1.1141,0,17.56,1.295,29.37,69.73,28.40583333,0.75,4.18,0,0,0,0,0,0,0,0
달걀새송이장조림,83.14,3.9563,4.9798,1.327,0,2.2064,0.765,23.41,0.9315,293.37,111.38,54.41833333,0,8.36,4,0,0,1,0,0,0,0
달걀샐러드,100.1,6.6775,6.015,1.356,0,1.333025,1.07,23.2,0.7855,64.3,78.15,65.275,4.9915,6.27,4,0,0,1,0,0,0,0
달걀숙주냉채,47.7,2.417,2.233,0.7785,0,1.257725,0.685,22.75,0.639,41.9,72,64.65,3.6485,6.27,4,0,0,1,0,0,0,0
달걀시금치말이,77.65,2.2772,5.0092,1.3164,0,2.06015,0,26.8,1.11,60.5,80.75,90.35,9,8.36,4,0,0,1,0,0,0,0
달걀실파국,50.69,1.931,2.3315,0.8081,0,1.157274,0.25,60.06,0.8462,83.2,96.02,41.97083333,0.7655,6.2956,3,0,1,0,0,0,0,0
달걀쑥국,59.25,3.547,2.422,0.8285,0,1.366036,1.677,86.59,2.8566,83.95,112.37,127.7991667,2.3015,6.2956,3,0,1,0,0,0,0,0
달걀장조림,77.89,2.1938,4.9398,1.317,0,2.013275,0.04,22.91,0.8365,291.87,85.63,54.41833333,0,8.36,4,0,0,1,0,0,0,0
달걀주먹밥,270.99,40.856,7.0835,1.6254,0,5.69385,1.055,33.16,1.3695,58.77,120.63,106.0933333,2.0055,8.36,2,1,0,0,0,0,0,0
달걀죽,182.74,28.2688,4.3528,1.071,0,1.7461,0.97,24.86,1.094,44.72,99.38,89.15166667,2.252,6.27,0,0,0,0,0,0,0,0
달걀찜,80.1,3.9585,4.2395,1.981,0,2.2939,0,74.7,0.655,63.85,108.85,75.1,0.395,7.315,4,0,0,1,0,0,0,0
달걀채소볶음,85.52,3.6886,5.5891,1.3419,0,1.585542,0.827,26.24,0.765,49.9,79.41,118.0483333,1.9028,7.315,4,0,0,1,0,0,0,0
달걀채소볶음밥,491.85,88.8428,7.5878,2.1806,0,189.042725,17.025,272.75,9.564,58.45,418.25,336.9375,37.5275,8.36,2,1,0,0,0,0,0,0
달걀치즈찜,106.42,5.1753,6.0123,3.3018,0,2.082817,0.262,138.09,0.651,151.4,189.31,100.7233333,1.1208,6.27,4,0,0,1,0,0,0,0
달걀토마토볶음,85.2,4.3872,4.9992,1.3364,0,2.2404,1.05,25.8,0.905,54.9,90.4,84.15,5.685,8.36,4,0,0,1,0,0,0,0
달걀파국,50.69,1.931,2.3315,0.8081,0,1.157274,0.25,60.06,0.8462,83.2,96.02,41.97083333,0.7655,6.2956,3,0,1,0,0,0,0,0
달걀후라이,93.1,1.8887,6.0397,1.7004,0,3.7631,0,28.6,0.99,72.05,105.05,74.8,0,11.495,5,0,0,0,1,0,0,0
달래된장국,27.46,2.6285,0.9265,0.1204,0,0.320912,1.047,26.53,1.2994,251.1,40.2,19.82833333,0.071,0,3,0,1,0,0,0,0,0
달래맑은국,25.76,2.7055,0.7415,0.1204,0,0.316037,1.087,23.73,1.0309,240.7,40.35,19.82833333,0.071,0,3,0,1,0,0,0,0,0
닭가슴살구이/소스,78.54,5.5808,2.4388,0.3035,0,2.29485,1.145,11.86,0.6205,259.82,57.08,60.11,3.286,0,4,0,0,1,0,0,0,0
닭가슴살삼색파프리카볶음,54.55,1.8937,2.3737,0.3029,0,1.5378,0.435,4.7,0.3755,14.5,35.45,17.8125,30.3525,0,4,0,0,1,0,0,0,0
닭가슴살애호박볶음,55.25,1.9912,2.3627,0.3009,0,1.576375,0.72,8,0.3525,14.8,39.7,17.39166667,1.3655,0,4,0,0,1,0,0,0,0
닭가슴살옥수수죽,79.25,10.915,0.51,0,0,1.613,0,5.55,0.625,15.4,49.3,12.21666667,0,0,0,0,0,0,0,0,0,0
닭가슴살조림,78.54,5.5808,2.4388,0.3035,0,2.29485,1.145,11.86,0.6205,259.82,57.08,60.11,3.286,0,4,0,0,1,0,0,0,0
닭가슴살칠리떡볶음,99.85,12.3217,2.4517,0.3359,0,1.6957,0.745,8.2,0.4235,67,45.35,17.82916667,30.9405,0,4,0,0,1,0,0,0,0
닭간장조림,92.24,4.4753,5.1903,0.3005,0,1.802025,0.855,9.91,0.5175,261.02,71.33,38.02666667,2.6095,0,4,0,0,1,0,0,0,0
닭갈비,71.47,4.0111,3.2025,0.0085,0,1.77359,0.897,12.1,0.4542,213.47,68.4,38.10833333,3.746,0,4,0,0,1,0,0,0,0
닭감자고구마조림,123.44,9.728,6.661,0.5999,0,1.290375,1.175,10.91,0.53,258.62,68.83,35.91833333,3.3835,0,4,0,0,1,0,0,0,0
닭강정,93.81,5.5013,4.7046,0.7166,0,1.544864,0.445,8.81,0.4065,55.27,45.21,42.7,1.0114,1.045,4,0,0,1,0,0,0,0
닭고구마조림,136.49,13.0445,6.6715,0.6029,0,1.313325,1.175,11.81,0.5105,259.52,71.23,36.31833333,2.875,0,4,0,0,1,0,0,0,0
닭고기간장조림,92.24,4.4753,5.1903,0.3005,0,1.802025,0.855,9.91,0.5175,261.02,71.33,38.02666667,2.6095,0,4,0,0,1,0,0,0,0
닭고기냉채,51.53,5.2328,0.5297,0.0308,0,1.545873,1.05,18.58,0.4764,30.55,46.32,58.21833333,22.1809,0,4,0,0,1,0,0,0,0
닭고기우유조림,116.95,6.0407,6.8567,1.3869,0,2.54305,0.885,63.3,0.425,39.95,111.4,65.5,2.185,0,4,0,0,1,0,0,0,0
닭고기장똑똑이,92.64,1.0628,6.6192,0.8636,0,1.524719,0.426,7.32,0.4701,158.47,49.43,11.81833333,0,0,4,0,0,1,0,0,0,0
닭고기찹스테이크,80.65,4.6027,4.7282,0.3194,0,1.337675,1.505,11.35,0.4965,19.15,77.5,43.7625,34.0085,0,4,0,0,1,0,0,0,0
닭고기채소찌개,66.8,5.2576,2.5528,0.3494,0,1.028421,1.765,13.23,0.5966,157.1,51.64,29.04666667,2.9175,0,3,0,1,0,0,0,0,0
닭고기흑임자죽,110.65,13.2725,2.616,0.303,0,1.696125,1.12,61.1,0.76,15.7,77.85,11.97083333,0,0,0,0,0,0,0,0,0,0
닭꼬치,58.5,3.1385,2.7035,0.0175,0,1.257925,0.6,8.1,0.4925,208.15,61.15,20.87083333,30.7075,0,4,0,0,1,0,0,0,0
닭날개 간장조림,105.05,5.422,6.1655,1.3998,0,1.821378,1.083,12.75,0.4354,264,68.75,50.3075,3.2256,0,4,0,0,1,0,0,0,0
닭다리살 소스조림,98.15,5.422,5.3075,1.1418,0,1.878078,1.083,10.35,0.4534,267,73.25,45.2075,3.2256,0,4,0,0,1,0,0,0,0
닭다리살굴소스볶음,78.52,5.1911,3.9237,0.878,0,1.284516,0.815,7.41,0.2938,160.99,55.28,30.03833333,2.6095,0,4,0,0,1,0,0,0,0
닭다리살소스조림,98.15,5.422,5.3075,1.1418,0,1.878078,1.083,10.35,0.4534,267,73.25,45.2075,3.2256,0,4,0,0,1,0,0,0,0
닭다리살장조림,98.15,5.422,5.3075,1.1418,0,1.878078,1.083,10.35,0.4534,267,73.25,45.2075,3.2256,0,4,0,0,1,0,0,0,0
닭다리살채소볶음,70.95,3.5737,3.9602,0.8849,0,1.2825,1,8.85,0.3135,23.75,58.7,59.05416667,31.5365,0,4,0,0,1,0,0,0,0
닭다리살피망볶음,70,3.3487,3.9392,0.8819,0,1.3024,1.245,9.8,0.361,22.85,57.6,36.95,15.588,0,4,0,0,1,0,0,0,0
닭떡간장조림,115.53,12.8157,4.3735,0.6289,0,1.163935,0.769,9.26,0.4524,207.91,46.18,15.4975,30.9405,0,4,0,0,1,0,0,0,0
닭볶음,94.48,4.9708,5.2013,0.3041,0,1.811277,1.058,11.83,0.5561,262.17,74.33,61.7025,2.867,0,4,0,0,1,0,0,0,0
닭볶음탕,94.48,4.9708,5.2013,0.3041,0,1.811277,1.058,11.83,0.5561,262.17,74.33,61.7025,2.867,0,4,0,0,1,0,0,0,0
닭봉소스조림,98.15,5.422,5.3075,1.1418,0,1.878078,1.083,10.35,0.4534,267,73.25,45.2075,3.2256,0,4,0,0,1,0,0,0,0
닭살 채소볶음밥,70.95,3.5737,3.9602,0.8849,0,1.2825,1,8.85,0.3135,23.75,58.7,59.05416667,31.5365,0,2,1,0,0,0,0,0,0
닭살 카레라이스,274.9,47.6068,5.5093,0.4476,0,4.1583,0.97,19.5,1.495,14.75,73.65,55.37916667,2.7605,0,2,1,0,0,0,0,0,0
닭살가지죽,158.84,24.5318,2.4663,0.2975,0,2.101425,0.405,8.11,0.739,17.22,60.83,12.51833333,0,0,0,0,0,0,0,0,0,0
닭살계탕,183.9,24.61,4.36,0,0,3.706,0,5.2,1.02,27.3,113.3,20,0,0,3,0,1,0,0,0,0,0
닭살고구마조림,120.99,13.0445,4.3715,0.6029,0,1.625825,1.175,12.06,0.5605,257.52,56.23,35.56833333,2.875,0,4,0,0,1,0,0,0,0
닭살구이,38.32,0.1164,1.3459,0.147,0,1.500692,0.022,4.19,0.328,14.5,28.36,13.215,0.2738,0,4,0,0,1,0,0,0,0
닭살굴소스볶음,69.27,5.2161,2.3562,0.3005,0,1.571391,0.815,7.91,0.4138,154.49,40.28,34.78833333,2.6095,0,4,0,0,1,0,0,0,0
닭살깻잎조림,93.73,6.1472,4.405,0.6099,0,1.66481,1.699,40.41,0.7239,161.36,56.98,120.8016667,3.559,0,4,0,0,1,0,0,0,0
닭살데리야끼구이,40.99,0.5832,1.3465,0.147,0,1.506029,0.025,4.94,0.379,129.49,32.98,13.215,0.2738,0,4,0,0,1,0,0,0,0
닭살데리야끼덮밥,94.25,11.361,3.2293,0.4455,0,0.63974,0.641,7.82,0.3459,127.38,37.28,46.09,1.1406,0,2,1,0,0,0,0,0,0
닭살데리야끼볶음,49.76,2.6814,1.3692,0.1533,0,1.555139,0.701,9.62,0.4186,132.39,42.62,58.4425,1.5845,0,4,0,0,1,0,0,0,0
닭살데리야끼조림,49.76,2.6814,1.3692,0.1533,0,1.555139,0.701,9.62,0.4186,132.39,42.62,58.4425,1.5845,0,4,0,0,1,0,0,0,0
닭살무국,71.56,0.627,5.276,0.7384,0,0.974887,0.122,8.28,0.3509,13.3,33.1,9.9575,1.172,0,3,0,1,0,0,0,0,0
닭살미역국,45.81,1.3323,2.4167,0.3167,0,0.978279,1.068,36.33,0.438,237.97,34.63,24.88083333,0,0,3,0,1,0,0,0,0,0
닭살배추죽,158.39,24.4178,2.4618,0.293,0,2.12,0,11.51,0.8,20.22,59.18,11.95166667,2,0,0,0,0,0,0,0,0,0
닭살버섯불고기,73.14,2.0432,4.363,0.5948,0,1.632547,0.636,5.24,0.4513,159.51,55.03,12.23,0.071,0,4,0,0,1,0,0,0,0
닭살버터구이,43.97,0.0612,1.9908,0.961,0,1.500236,0,3.07,0.2756,14.7,27.88,22.22833333,0,0,4,0,0,1,0,0,0,0
닭살숙주국,71.26,0.474,5.27,0.7384,0,0.999637,0.287,6.78,0.3569,13,31.6,9.97,1.157,0,3,0,1,0,0,0,0,0
닭살숙주볶음,56.22,2.0686,2.3477,0.299,0,1.571441,0.34,5.71,0.3268,153.54,34.58,11.86333333,1.448,0,4,0,0,1,0,0,0,0
