name,Energy,Carbohydrate,Fat,Saturated Fatty acid,Trans fatty acid,Protein,Total Dietary Fiber,Calcium,Iron,Sodium,Phosphorus,Vitamin A,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),group,rice_group,soup_group,main_group,sub_group,kimch_group,snack_group,dairy_group
돈육단호박찜,81.87,5.2686,3.9426,0.7639,0,1.497425,1.615,8.13,0.418,252.26,75.04,100.2175,3.8365,0.05,4,0,0,1,0,0,0,0
돈육달걀장조림,115.71,3.8837,6.6307,1.5247,0,2.238302,0.738,21.55,0.8366,286.46,119.24,81.45166667,1.6495,5.275,4,0,0,1,0,0,0,0
돈육데리야끼조림,61.77,2.9664,2.8103,0.5948,0,1.439029,0.606,5.31,0.3564,126.94,67.78,5.625,25.229,0.05,4,0,0,1,0,0,0,0
돈육두루치기,114.82,2.5386,9.9554,3.761,0,0.863833,0.673,7.37,0.2136,89.19,46.98,54.34666667,1.4005,0.1675,4,0,0,1,0,0,0,0
돈육마늘간장볶음,66.57,3.9393,2.8178,0.5981,0,1.449856,0.774,6.27,0.4035,155.5,72.13,6.3175,25.6913,0.05,4,0,0,1,0,0,0,0
돈육메추리알조림,120.96,3.5362,7.3007,1.6922,0,2.261427,0.738,26.05,1.0891,285.71,138.24,82.20166667,1.6495,0.635,4,0,0,1,0,0,0,0
돈육무채장조림,81.38,3.0572,4.807,0.8899,0,1.46731,0.739,12.76,0.3819,159.56,76.58,46.84333333,3.084,0.05,4,0,0,1,0,0,0,0
돈육버섯볶음,63.04,4.4297,2.8682,0.6045,0,1.692227,1.748,4.62,0.5506,13.85,100.05,1.4675,1.0535,0.05,4,0,0,1,0,0,0,0
돈육볶음,73.11,3.2246,3.8051,0.742,0,1.450777,0.633,6.7,0.4156,251.26,71.24,5.518333333,21.2885,0.05,4,0,0,1,0,0,0,0
돈육불고기,126.02,3.102,10.9623,3.9076,0,0.892787,0.997,8.68,0.3745,160.51,59.53,51.4525,1.4005,0.1675,4,0,0,1,0,0,0,0
돈육사태찜,76.15,4.6086,4.4374,1.0616,0,0.797437,1.042,9.7,0.382,159.35,56.44,47.49333333,3.041,0,4,0,0,1,0,0,0,0
돈육숙주볶음,132.15,4.3387,10.9392,3.9099,0,1.00335,0.835,8.7,0.218,246.8,51.45,27.925,3.021,0.1675,4,0,0,1,0,0,0,0
돈육스테이크조림,125.255,7.16345,6.26275,1.25765,0,1.8091975,1.3815,22.91,0.8534,169.685,114.93,29.17666667,5.041,2.14,4,0,0,1,0,0,0,0
돈육양배추덮밥,247.4,42.7238,4.8223,0.9986,0,3.854775,1.32,18.8,0.688,15.8,73.65,50.65416667,5.4585,0.123,2,1,0,0,0,0,0,0
돈육양배추볶음,46.84,3.829,0.831,0.3066,0,1.526302,1.288,17.37,0.3451,16.25,70.65,47.705,6.2455,0.05,4,0,0,1,0,0,0,0
돈육양송이장조림,81.81,3.0877,4.8177,0.8927,0,1.578927,0.818,7,0.5386,253.61,90.44,24.46,1.2045,0.05,4,0,0,1,0,0,0,0
돈육양파불고기,126.72,3.016,10.9443,3.9056,0,0.908787,0.807,9.98,0.2915,160.61,53.93,51.46916667,1.9885,0.1675,4,0,0,1,0,0,0,0
돈육우엉두루치기,125.17,4.8321,9.9644,3.764,0,0.922558,1.363,14.27,0.3336,90.09,60.03,54.34666667,1.492,0.1675,4,0,0,1,0,0,0,0
돈육우엉볶음,71.54,4.9209,2.7982,0.5919,0,1.524685,1.354,14.15,0.4479,157.79,80.65,23.75833333,1.22,0.05,4,0,0,1,0,0,0,0
돈육자장볶음,82.19,5.5562,3.2672,0.6075,0,1.676502,1.233,19.92,0.6876,337.55,93,51.83416667,7.1895,0.05,4,0,0,1,0,0,0,0
돈육잡채,124.13,16.7297,4.538,0.7744,0,0.599135,1.224,25.41,1.2884,160.16,61.78,70.42666667,7.295,0.03,4,0,0,1,0,0,0,0
돈육잡채덮밥,259.54,46.4885,4.8477,0.9915,0,2.456463,0.689,27.32,1.5905,117.95,64.26,73.79,10.0066,0.123,2,1,0,0,0,0,0,0
돈육장조림,81.71,3.0312,4.7882,0.8847,0,1.460802,0.738,8.55,0.3866,253.71,71.49,47.45166667,1.6495,0.05,4,0,0,1,0,0,0,0
돈육짜장밥,370.75,57.9315,9.16,2.075,0,6.307875,3.445,27.7,1.2365,850.45,140.2,117.0666667,8.11,0.246,2,1,0,0,0,0,0,0
돈육찜,86.89,4.111,5.1475,1.3671,0,1.677702,1.018,9.42,0.3886,22.1,69.6,47.88416667,3.128,0,4,0,0,1,0,0,0,0
돈육채소볶음,63.29,3.1262,2.8372,0.6075,0,1.544502,1.233,13.92,0.4376,14.85,75.5,51.83416667,7.1895,0.05,4,0,0,1,0,0,0,0
돈육채소조림,87.13,4.8267,4.844,0.8959,0,1.487735,1.384,9.16,0.5404,158.26,83.58,52.8225,31.6015,0.05,4,0,0,1,0,0,0,0
돈육채피망케찹볶음,66.9,4.2932,2.8002,0.5944,0,1.47275,1.285,8.7,0.3705,66.5,66.95,29.8,6.932,0.05,4,0,0,1,0,0,0,0
돈육청경채볶음,73.37,1.9036,4.8182,1.202,0,1.294891,0.24,19.26,0.2463,153.89,55.43,14.33,3.982,0.205,4,0,0,1,0,0,0,0
돈육케찹조림,73.82,3.6374,3.7955,0.7394,0,1.44169,0.866,7.92,0.3091,104.75,66.14,48.97583333,2.0127,0.05,4,0,0,1,0,0,0,0
돈육파프리카볶음,48.95,2.875,2.298,0.737,0,0.84105,0.76,5.85,0.2645,11.25,49.35,30.4625,31.3155,0.164,4,0,0,1,0,0,0,0
돈육표고찜,79.75,5.8286,4.4974,1.0616,0,0.877437,1.042,10.9,0.502,160.35,62.04,47.49333333,3.041,0,4,0,0,1,0,0,0,0
돈육피망볶음,63.24,3.2029,2.7962,0.5929,0,1.476535,1.109,8.45,0.4129,156.84,69.5,27.88333333,6.478,0.05,4,0,0,1,0,0,0,0
돈참스테이크,88.27,5.3698,3.8733,0.867,0,1.144758,0.657,15.03,0.5521,23.21,84.94,23.41,0.7089,2.13,4,0,0,1,0,0,0,0
돌나물과일샐러드,63.3,7.686,3.8145,0.584,0,0.061175,0.825,30.5,0.1855,23.1,11.1,14.50833333,17.196,0,5,0,0,0,1,0,0,0
돌나물부추무침,41.64,5.003,2.2235,0.3273,0,0.078809,1.075,36.98,0.8075,97.88,20.34,49.91083333,17.0995,0,5,0,0,0,1,0,0,0
돌나물오이무침,41.14,4.998,2.1825,0.3293,0,0.087109,1.215,36.38,0.3375,98.03,24.69,49.84,18.5995,0,5,0,0,0,1,0,0,0
돌나물유자청무침,52.47,7.7387,2.1902,0.33,0,0.093087,1.268,53.78,0.4203,99.3,20.45,71.68,32.0391,0,5,0,0,0,1,0,0,0
동그랑땡구이,88.27,5.3698,3.8733,0.867,0,1.144758,0.657,15.03,0.5521,23.21,84.94,23.41,0.7089,2.13,4,0,0,1,0,0,0,0
동그랑땡채소조림,123.8,9.0378,5.9341,1.184,0,1.302493,1.761,27.24,0.883,167.92,112.87,31.88666667,27.3659,2.13,4,0,0,1,0,0,0,0
동초무침,42.73,2.5958,3.0782,0.4292,0,0.34683,1.408,85.01,0.766,153.95,40.96,69.43666667,13.29,0,5,0,0,0,1,0,0,0
동치미,2.4,0.531,0.003,0,0,0.0297,0.15,3,0.021,159.9,2.4,0.4,0.696,0,6,0,0,0,0,1,0,0
동태살무국,42.5,0.788,2.2272,0.1956,0,0.685636,0.152,57.94,0.4452,87.04,85.94,2.426666667,1.539,0.0256,3,0,1,0,0,0,0,0
동태살쑥갓국,42.5,0.687,2.2352,0.1966,0,0.686036,0.332,64.74,0.5062,100.94,85.84,22.99333333,1.845,0.0256,3,0,1,0,0,0,0,0
동태살쑥갓전,55.3,0.6192,2.8902,0.5524,0,1.5747,0.24,28.7,0.319,90.6,82.7,36.9,1.04,2.09,4,0,0,1,0,0,0,0
동태살애호박국,45.4,1.48,2.2362,0.1986,0,0.709536,0.532,58.64,0.4732,86.44,89.84,6.893333333,1.427,0.0256,3,0,1,0,0,0,0,0
동태살전,53.8,0.3842,2.8732,0.5484,0,1.5554,0,19.6,0.24,76.1,79.1,16.3,0,2.09,4,0,0,1,0,0,0,0
동태살죽,145.49,23.8778,2.2368,0.293,0,1.56975,0,14.96,0.475,55.22,78.08,2.368333333,0,0,0,0,0,0,0,0,0,0
동태살찌개,42.5,0.788,2.2272,0.1956,0,0.685636,0.152,57.94,0.4452,87.04,85.94,2.426666667,1.539,0.0256,3,0,1,0,0,0,0,0
동태살후라이드,81.25,0.404,5.8525,0.987,0,1.5554,0,19.6,0.24,76.1,79.1,16.3,0,2.09,4,0,0,1,0,0,0,0
동태포전,53.8,0.3842,2.8732,0.5484,0,1.5554,0,19.6,0.24,76.1,79.1,16.3,0,2.09,4,0,0,1,0,0,0,0
돼지갈비찜,76.15,4.6086,4.4374,1.0616,0,0.797437,1.042,9.7,0.382,159.35,56.44,47.49333333,3.041,0,4,0,0,1,0,0,0,0
돼지고기 가지볶음,60,2.5902,2.7987,0.5954,0,1.4649,1.105,8.6,0.305,14.25,68,47.60833333,1.249,0.05,4,0,0,1,0,0,0,0
돼지고기단호박찜,79.81,4.9378,3.9426,0.7639,0,1.482785,1.599,7.63,0.3854,156.6,72.14,100.2175,3.8365,0.05,4,0,0,1,0,0,0,0
돼지고기브로콜리볶음,63.29,3.1262,2.8372,0.6075,0,1.544502,1.233,13.92,0.4376,14.85,75.5,51.83416667,7.1895,0.05,4,0,0,1,0,0,0,0
돼지고기수육,94.75,0,8.925,3.605,0,0.829375,0,1.5,0.105,13.75,35.75,4.75,0.11,0.1675,4,0,0,1,0,0,0,0
돼지고기씻은김치볶음,118.05,0.8932,10.9512,3.8974,0,0.885375,0,14.3,0.265,60.15,43.55,9.433333333,1.51,0.1675,4,0,0,1,0,0,0,0
돼지고기장조림,37.25,1.161,0.7895,0.293,0,1.413375,0.125,2.75,0.2865,250.8,61.35,0.758333333,0.359,0.05,4,0,0,1,0,0,0,0
돼지고기찹쌀구이,67.9,4.1082,2.7937,0.5849,0,1.406625,0,0.95,0.305,11.65,60.3,0.75,0.065,0.05,4,0,0,1,0,0,0,0
돼지고기채소조림,86.93,4.6727,4.83,0.8959,0,1.492535,1.404,8.96,0.5034,158.16,85.68,52.8225,31.6645,0.05,4,0,0,1,0,0,0,0
돼지고기채소죽,172.44,25.7378,4.3878,1.024,0,1.3976,0.7,9.56,0.626,15.12,75.38,49.75166667,1.425,0.164,0,0,0,0,0,0,0,0
돼지고기피망볶음,60.15,2.7067,2.7962,0.5929,0,1.4683,1.085,7.7,0.364,13.35,65.15,27.88333333,6.478,0.05,4,0,0,1,0,0,0,0
돼지고기호두조림,66.67,0.7366,4.7815,0.7031,0,0.910558,0.225,4.64,0.3146,153.1,59.18,0.683333333,0.052,0.04,4,0,0,1,0,0,0,0
돼지불고기,121.12,1.6625,10.9318,3.9026,0,0.851262,0.397,6.53,0.2475,159.01,47.78,28.46083333,0.9555,0.1675,4,0,0,1,0,0,0,0
돼지사골국,58.86,0.096,3.512,1.0824,0,1.023512,0.032,8.68,0.2044,23,44.7,1.861666667,0.295,0.164,3,0,1,0,0,0,0,0
된장취나물죽,147.59,26.6348,2.4078,0.3426,0,0.714114,0.96,73.95,2.0782,197.05,79.46,38.485,2.572,0.0256,0,0,0,0,0,0,0,0
두부,38.8,1.5,1.852,0.28,0,1.5392,1.16,25.6,0.616,0.4,63.2,0,0,0,4,0,0,1,0,0,0,0
두부강정,108.24,7.7903,6.6221,0.9846,0,1.195999,1.12,24.6,0.6474,144.21,64.21,0.018333333,0.0051,0,4,0,0,1,0,0,0,0
두부곤약탕국,75.99,1.3648,5.7083,1.299,0,0.80765,1.06,27.81,0.653,9.17,58.63,1.818333333,0.1595,0,3,0,1,0,0,0,0,0
두부구이,59.75,2.8585,3.6269,0.5426,0,1.182586,1.069,22.74,0.5536,0.37,57.02,0,0.0034,0,4,0,0,1,0,0,0,0
두부구이/양념장,86.95,4.4893,5.7895,0.866,0,1.192254,1.861,27.12,0.772,96.61,69.6,13.755,0.2772,0,4,0,0,1,0,0,0,0
두부굴소스볶음밥,230.1,39.3116,4.4982,0.6556,0,4.202269,1.508,26.58,0.9552,143.83,83.09,39.07,1.1406,0,2,1,0,0,0,0,0,0
두부김칫국,47.15,2.3337,2.8287,0.4359,0,0.293761,0.722,63.69,0.6426,79,68.72,3.999166667,2.003,0.0256,3,0,1,0,0,0,0,0
두부냉채,72.83,7.6913,3.3436,0.5034,0,0.651259,1.829,32.17,0.601,16.32,60.04,46.46833333,22.1843,0,4,0,0,1,0,0,0,0
두부달걀국,59.86,1.6873,2.8803,0.8164,0,1.186716,0.602,69,1.0562,76.55,114.73,35.465,0.2738,5.2506,3,0,1,0,0,0,0,0
두부당근완자전,108.8,6.3482,4.8077,1.0089,0,1.917025,1.4,29,0.8725,25.1,118.55,60.175,0.6565,2.13,4,0,0,1,0,0,0,0
두부대합탕국,39.85,2.058,1.206,0.183,0,0.697686,0.732,83.79,2.3906,45,94.07,0.528333333,1.989,0.0256,3,0,1,0,0,0,0,0
두부데리야끼구이,62.42,3.3253,3.6275,0.5426,0,1.187923,1.072,23.49,0.6046,115.36,61.64,0,0.0034,0,4,0,0,1,0,0,0,0
두부데리야끼조림,69.15,2.0238,4.8361,0.7193,0,1.54471,1.174,27.5,0.711,115.55,69.24,0.741666667,0.1369,0,4,0,0,1,0,0,0,0
두부된장국,45,4.372,1.238,0.1845,0,0.492911,1.237,61.94,1.0296,293.5,82.57,2.711666667,1.9585,0.0256,3,0,1,0,0,0,0,0
두부된장찌개,45,4.372,1.238,0.1845,0,0.492911,1.237,61.94,1.0296,293.5,82.57,2.711666667,1.9585,0.0256,3,0,1,0,0,0,0,0
두부두루치기,153.62,4.0386,11.8074,4.041,0,2.403033,1.833,32.97,0.8296,89.59,110.18,54.34666667,1.4005,0.1675,4,0,0,1,0,0,0,0
두부들깨죽,156,26.2128,2.7012,0.2982,0,1.196712,1.53,32.58,1.2192,1.98,104.58,0.1325,0,0,0,0,0,0,0,0,0,0
두부땅콩조림,66.13,2.1748,4.6579,0.7442,0,0.897201,1.296,22.82,0.638,144.26,66.48,0.028333333,0,0,5,0,0,0,1,0,0,0
두부맑은된장국,45.23,4.42,1.2395,0.1852,0,0.493801,1.253,62.18,1.0378,293.5,82.87,2.9425,1.994,0.0256,3,0,1,0,0,0,0,0
두부미소장국,32.15,2.7998,1.3269,0.2041,0,0.422891,1.804,39.97,0.555,381.7,48.26,11.77333333,0.2738,0,3,0,1,0,0,0,0,0
두부미역국,47.06,2.2498,3.2942,0.4917,0,0.619529,1.793,50.13,0.603,226.62,52.13,15.48083333,0,0,3,0,1,0,0,0,0,0
두부미역무침,60.65,3.4311,3.7173,0.538,0,1.54961,1.031,75.91,0.9916,309.83,88.18,55.14333333,5.25,0,4,0,0,1,0,0,0,0
두부미역장국,38.87,2.697,1.5224,0.2343,0,0.653243,1.793,93.46,1.0232,419.63,88.93,15.4625,0,0.0256,3,0,1,0,0,0,0,0
두부베이컨볶음밥,228.65,39.6088,3.6224,1.022,0,4.058594,1.078,20.48,0.8777,241.83,96.64,38.12416667,9.9726,0.087,2,1,0,0,0,0,0,0
두부스테이크,96.93,7.3851,4.6452,0.8469,0,1.713115,1.848,36.1,0.9058,62.83,96.65,38.85,1.0585,2.09,4,0,0,1,0,0,0,0
두부쑥갓무침,61.45,2.1861,3.8693,0.579,0,1.586285,1.536,40.61,0.8021,118.13,73.48,30.91833333,1.56,0,4,0,0,1,0,0,0,0
두부애호박국,37.15,2.624,1.241,0.183,0,0.479786,1.052,62.09,0.9656,293.35,81.42,4.961666667,0.693,0.0256,3,0,1,0,0,0,0,0
두부양념조림,86.66,3.6722,5.8544,0.8718,0,1.553128,1.271,29.71,0.794,144.23,72.54,2.215833333,0.4141,0,4,0,0,1,0,0,0,0
두부열무나물,50.09,2.0759,3.2137,0.4804,0,0.796858,1.15,65.13,1.0054,158.46,59.46,68.20083333,2.3119,0,5,0,0,0,1,0,0,0
두부장국,45,4.372,1.238,0.1845,0,0.492911,1.237,61.94,1.0296,293.5,82.57,2.711666667,1.9585,0.0256,3,0,1,0,0,0,0,0
두부젓국,33.34,2.726,1.127,0.1424,0,0.437162,0.782,33.83,0.9344,250.05,45.72,0.478333333,0.659,0,3,0,1,0,0,0,0,0
두부젓국찌개,33.34,2.726,1.127,0.1424,0,0.437162,0.782,33.83,0.9344,250.05,45.72,0.478333333,0.659,0,3,0,1,0,0,0,0,0
두부조림,86.66,3.6722,5.8544,0.8718,0,1.553128,1.271,29.71,0.794,144.23,72.54,2.215833333,0.4141,0,4,0,0,1,0,0,0,0
두부죽,157.4,25.725,2.435,0.35,0,2.981,1.45,34.1,1.16,2.9,105.1,0.1,0,0,0,0,0,0,0,0,0,0
두부짜장밥,409.55,59.4315,11.012,2.355,0,7.847075,4.605,53.3,1.8525,850.85,203.4,117.0666667,8.11,0.246,1,1,0,0,0,0,0,0
두부참치샐러드,111.08,5.4459,4.9765,0.5741,0,2.730709,1.305,27.3,2.555,246.36,103.35,23.60416667,1.1575,0,4,0,0,1,0,0,0,0
두부찹쌀구이,59.79,2.9637,3.6147,0.5374,0,1.18141,1.015,22.48,0.583,0.41,58.32,0,0,0,4,0,0,1,0,0,0,0
두부채소굴소스볶음,76.02,8.4278,3.194,0.4833,0,0.681947,1.621,21.67,0.5457,140.27,54.86,23.03833333,2.6146,0,4,0,0,1,0,0,0,0
두부채소볶음,80.9,4.7576,4.8705,0.7283,0,1.574911,1.779,30.59,0.6886,3.17,73.17,45.99166667,1.1874,0,4,0,0,1,0,0,0,0
두부카레라이스,304.95,48.3418,7.9128,1.1306,0,4.44815,1.55,31.55,1.7355,13.6,116.2,49.37916667,2.9285,0.123,2,1,0,0,0,0,0,0
두부케찹조림,70.31,4.2905,3.865,0.5797,0,1.54741,1.375,28.95,0.7303,80.14,68.74,3.3475,0.6865,0,4,0,0,1,0,0,0,0
두부콩나물국,33.1,1.606,1.31,0.229,0,0.594836,0.932,64.64,0.7036,44,83.72,0.561666667,0.431,0.0256,3,0,1,0,0,0,0,0
두부탕국,28.9,1.518,1.056,0.183,0,0.434436,0.732,59.64,0.6056,45,74.12,0.528333333,1.539,0.0256,3,0,1,0,0,0,0,0
두부탕수,88.27,5.491,5.6022,0.8327,0,1.186988,1.37,25.31,0.6103,118.8,63.99,15.06,1.2118,0,4,0,0,1,0,0,0,0
두유,140,9.4,7.2,0,0,17.6,0,34,1.4,270,106,0,0,0,8,0,0,0,0,0,0,1
두유냉국수,221.05,32.719,4.8315,0.249,0,8.077975,3.095,40.7,1.38,204.05,120.65,6.758333333,3.068,0,2,1,0,0,0,0,0,0
두절건새우마늘종조림,61.28,5.3575,3.3408,0.299,0,0.284085,0.924,165.66,4.2604,242.06,56.83,9.926666667,6.6555,0,5,0,0,0,1,0,0,0
둥굴레차,2,0,0,0,0,0,0,2,0.04,0,0,0,1.04,0,7,0,0,0,0,0,1,0
둥근어묵무조림,74.53,7.378,3.3568,0.545,0,1.063035,0.234,20.91,0.2819,354.71,47.93,7.96,1.468,0,4,0,0,1,0,0,0,0
들깨누룽지죽,132.9,24.703,2.057,0.147,0,1.5267,1.1,20.95,0.667,2.15,51.9,0.1375,0,0,0,0,0,0,0,0,0,0
들깨무국,43.74,1.6486,3.314,0.4242,0,0.070048,0.812,59.43,0.5648,45.15,65.98,0.629166667,1.539,0.0256,3,0,1,0,0,0,0,0
들깨미역국,20.37,2.1873,1.3371,0.1119,0,0.038691,1.728,45,0.4152,226.08,32.13,15.545,0,0,3,0,1,0,0,0,0,0
들깨버섯국,27.8,2.7888,1.3612,0.1297,0,0.150148,1.262,54.87,0.6828,44.53,76.4,0.544166667,0.1655,0.0256,3,0,1,0,0,0,0,0
들깨수제비,234.69,43.0968,2.0793,0.3299,0,2.817248,3.329,150.14,1.4556,260.68,166.13,10.86916667,2.3205,0.064,2,1,0,0,0,0,0,0
들깨순두부백탕,111.49,6.092,5.4655,0.5286,0,7.156174,3.395,102.76,1.8117,50.45,189.07,49.64166667,1.6505,0.0256,3,0,1,0,0,0,0,0
들깨오이무침,23.19,2.289,1.1982,0.0912,0,0.138447,0.894,17.88,0.3411,144.42,37.53,1.6075,3.375,0,4,0,0,1,0,0,0,0
들깨우거지국,90.11,3.689,5.965,1.3184,0,0.979562,2.332,58.38,1.4044,261.8,83.9,24.19916667,0.257,0,3,0,1,0,0,0,0,0
들깨채소국,72.6,8.2636,2.6964,0.2744,0,0.273696,3.564,137.34,1.4816,106.26,135.2,35.405,4.042,0.0512,3,0,1,0,0,0,0,0
들깨칼국수,198.69,36.2868,2.0093,0.3249,0,2.044748,2.829,149.14,1.2956,423.68,148.13,10.86916667,2.3605,0.064,2,1,0,0,0,0,0,0
들깨탕,49.75,8.942,0.3335,0.106,0,0.314175,1.735,107.75,0.981,110.7,125.95,2.25,1.982,0.064,3,0,1,0,0,0,0,0
들깨표고국,26.9,2.4988,1.3792,0.1252,0,0.169848,0.692,55.47,0.6438,44.88,63.6,0.544166667,0.071,0.0256,3,0,1,0,0,0,0,0
딸기,25.2,6.23,0.14,0,0,0.392,0,4.9,0.28,9.1,21,0,49.7,0,7,0,0,0,0,0,1,0
떠먹는요구르트,70,3.36,3.84,2.46,0,5.18,1,141,0.03,46,105,59,1.32,0,8,0,0,0,0,0,0,1
떡(무지개떡),137.4,31.8,0.18,0,0,1.26,0.12,6,0.84,166.2,24.6,0.65,0,0,7,0,0,0,0,0,1,0
떡(바람떡),124.2,27.36,0.48,0,0,2.58,0,10.2,0.72,93,26.4,0,0,0,7,0,0,0,0,0,1,0
떡(백설기),136.8,31.5,0.24,0,0,1.296,0.36,4.2,0.84,173.4,24.6,0,0.6,0,7,0,0,0,0,0,1,0
떡(송편),120,26.16,0.24,0,0,1.944,0,3,0.3,279.6,37.2,0,0,0,7,0,0,0,0,0,1,0
떡(절편),129,29.424,0.294,0.114,0,1.3284,0.6,6,0.102,132,22.2,0,0,0,7,0,0,0,0,0,1,0
떡(증편),118.8,27.138,0.342,0.09,0,1.0764,0.96,4.8,0.042,173.4,21,0,0,0,7,0,0,0,0,0,1,0
떡갈비볶음밥,322.59,44.8155,11.0413,3.7096,0,5.31796,2.139,19.6,1.4554,168.04,104.55,82.41666667,5.568,0,2,1,0,0,0,0,0,0
떡갈비조림,173.11,7.7479,12.0622,3.6736,0,1.421692,1.362,28.32,1.2489,174.16,102.42,68.32416667,2.3912,2.09,4,0,0,1,0,0,0,0
떡갈비피망조림,176.41,8.5519,12.0682,3.6766,0,1.441942,1.767,30.42,1.3239,174.31,106.17,70.79916667,5.6192,2.09,4,0,0,1,0,0,0,0
떡국,302.66,43.222,9.2432,2.5011,0,4.558327,0.739,28.81,1.1937,368.29,128.77,45.07416667,0.47,6.27,2,1,0,0,0,0,0,0
떡만둣국,365.395,50.4951,7.39335,2.00135,0,6.321502,2.418,159.215,2.37385,305.04,314.435,55.93958333,1.6705,8.474,2,1,0,0,0,0,0,0
떡범벅,104.94,17.8097,3.1251,0.4979,0,0.437215,1.302,9.08,0.3087,271.53,40.84,24.17166667,1.305,0,5,0,0,0,1,0,0,0
떡탕평채,146.32,12.3515,8.1505,2.4768,0,0.780897,0.407,22.53,1.082,315.21,90.41,38.495,3.8128,3.135,4,0,0,1,0,0,0,0
마늘쫑감자조림,52.73,7.87,2.0138,0.309,0,0.348435,1.564,10.11,0.3669,144.31,24.33,3.568333333,8.641,0,5,0,0,0,1,0,0,0
마카로니샐러드,123.8,19.303,4.092,0.661,0,0.598125,1.52,18.1,0.4705,25.3,57.4,8.070833333,35.5365,0,5,0,0,0,1,0,0,0
마카로니오이샐러드,121.3,18.6845,4.0795,0.6575,0,0.577125,1.375,17.45,0.437,25.3,54.75,6.05,25.419,0,5,0,0,0,1,0,0,0
마파덮밥,285.52,44.6083,6.8456,1.3109,0,5.11884,2.367,36.67,1.5317,188.42,134.44,42.76916667,4.6005,0,2,1,0,0,0,0,0,0
마파두부,124.15,9.3553,6.7521,1.3125,0,1.866937,2.442,35.25,1.1685,154.45,117.39,50.36833333,4.6115,0,4,0,0,1,0,0,0,0
마파배추덮밥,270.62,44.4023,5.6296,1.0219,0,4.46584,1.917,35.97,1.2627,190.12,113.04,42.3525,6.6195,0.082,2,1,0,0,0,0,0,0
만두강정,312.73,34.3503,10.1162,2.3056,0,6.343528,2.759,61.12,1.9713,262.12,239.1,58.30416667,2.1955,8.41,4,0,0,1,0,0,0,0
만두닭개장,236.955,20.2103,8.48805,1.95015,0,3.393189,2.27,54.545,1.79225,73.69,208.185,66.87625,3.9855,8.39,3,0,1,0,0,0,0,0
만두순두부찌개,326.415,23.7684,11.22885,3.13565,0,9.753546,3.455,183.265,3.60535,407.77,423.145,101.1420833,3.4125,11.773,3,0,1,0,0,0,0,0
만둣국,269.545,25.8008,7.89285,2.19275,0,4.502385,1.834,142.445,2.07515,308.08,293.535,37.40125,1.9655,5.503,2,1,0,0,0,0,0,0
맑은가쓰오부시장국,12.52,0.768,0.1845,0.0608,0,0.079291,0.152,67.92,0.4602,66.6,59.78,0.528333333,1.539,0.0384,3,0,1,0,0,0,0,0
맑은김치어묵국,47.9,5.786,1.068,0.207,0,0.563236,0.212,69.44,0.5656,231,73.12,10.46166667,2.939,0.0256,3,0,1,0,0,0,0,0
맑은김칫국,32.35,2.174,1.072,0.178,0,0.450236,0.782,66.14,0.7096,78.9,75.27,3.990833333,1.709,0.0256,3,0,1,0,0,0,0,0
맑은닭개장,86.91,3.0752,3.9802,0.8458,0,2.118562,0.932,25.38,0.8434,42.45,89.95,40.82833333,3.082,4.18,3,0,1,0,0,0,0,0
맑은대파육개장,119.91,3.0502,8.2777,2.2858,0,1.779812,0.932,23.88,1.0484,41.7,103.2,32.07833333,3.3145,4.18,3,0,1,0,0,0,0,0
맑은동태찌개,42.5,0.788,2.2272,0.1956,0,0.685636,0.152,57.94,0.4452,87.04,85.94,2.426666667,1.539,0.0256,3,0,1,0,0,0,0,0
맑은바지락탕,21.71,1.568,0.2535,0.0649,0,0.792787,0.152,22.58,0.7224,96.95,40.25,0.528333333,2.039,0,3,0,1,0,0,0,0,0
맑은양배춧국,18.25,2.507,0.128,0.043,0,0.114511,0.612,52.49,0.3971,284.35,49.37,0.678333333,3.983,0.0256,3,0,1,0,0,0,0,0
맑은오징어무국,40.41,4.035,0.414,0.1069,0,1.289412,1.207,19.98,0.2059,55.05,90.35,46.69083333,5.951,1.5075,3,0,1,0,0,0,0,0
맑은장국,12.52,0.768,0.1845,0.0608,0,0.079291,0.152,67.92,0.4602,66.6,59.78,0.528333333,1.539,0.0384,3,0,1,0,0,0,0,0
맑은짬뽕국,87.36,3.0107,4.6037,1.0249,0,1.39562,0.605,39.14,3.007,11.94,106.89,31.40083333,3.208,0.164,3,0,1,0,0,0,0,0
맑은호박국,16.28,2.431,0.142,0.0467,0,0.113576,0.853,48.48,0.3573,44.05,48.97,6.3425,1.766,0.0256,3,0,1,0,0,0,0,0
맛살간장조림,42.45,5.2916,1.0254,0.1486,0,0.672337,0.072,56.4,0.291,341.65,55.99,0.701666667,0.1065,0,5,0,0,0,1,0,0,0
맛살구이,68.9,6.537,2.7684,0.5536,0,0.791036,0.054,60.04,0.3946,211.12,70.57,13.6,0.0034,2.09,4,0,0,1,0,0,0,0
맛살꼬지전,87.8,10.9662,2.8532,0.5799,0,0.9764,0.955,64.55,0.6155,212.35,98.25,17.0625,0.541,2.09,4,0,0,1,0,0,0,0
맛살달걀말이,102.2,6.0272,4.9592,1.3164,0,2.6529,0,75.3,0.92,250.4,126.15,54.4,0,8.36,4,0,0,1,0,0,0,0
